계약번호,구분,계약명,계약일,금액,수요기관,학교코드,급별,시도,상세URL,학교명,업체명
R26TE16327781,물품,Adobe 소프트웨어 라이센스 구매 계약,2026-06-22,7837500,경기도교육청 평촌경영고등학교,7531049,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01978934&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,평촌경영고등학교,주식회사 후니테크
R26TE16328964,물품,대성여상 특성화고 AI역량강화사업 현수막 등 제작,2026-07-02,2525600,충청북도교육청 대성여자상업고등학교,8000135,고등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02021578&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대성여자상업고등학교,대청정판사
R26TE16329037,물품,2026학년도 AI디지털 선도학교 운영 교구 및 교재 구매 계약,2026-07-03,12978000,경기도부천교육청 부천남초등학교,7581057,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02026024&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부천남초등학교,주식회사 클래스포에듀
R26TE16350253,물품,2026학년도 안양공고 소프트웨어 개발1실습실 소모재료 구입 계약,2026-07-03,1510000,경기도교육청 안양공업고등학교,7530270,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027533&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안양공업고등학교,주식회사 씨엔테크
R26TE16350569,물품,AI맞춤형 면접 컨설팅실 운영을 위한 모의면접 시스템 업그레이드,2026-07-02,9900000,울산광역시교육청 울산여자상업고등학교,7480048,고등학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02024585&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,울산여자상업고등학교,주식회사 인핸스유
R26TE16351609,물품,실습용 소프트웨어(Adobe CC) 구입,2026-07-03,9405000,경기도교육청 신일비즈니스고등학교,7530998,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027859&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,신일비즈니스고등학교,주식회사 후니테크
R26TE16352709,물품,실습용 소프트웨어(Adobe CC) 구입,2026-07-03,9405000,경기도교육청 신일비즈니스고등학교,7530998,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027859&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,신일비즈니스고등학교,주식회사 후니테크
R26TE16354192,물품,2026학년도 전북과학고등학교 AI 특화과정 인공지능 교육 교구 구입,2026-07-03,15840000,전북특별자치도교육청 전북과학고등학교,8321124,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01982837&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,전북과학고등학교,아이씨뱅큐(주)
R26TE16354445,물품,2026학년도 안양공고 소프트웨어 개발1실습실 소모재료 구입 계약,2026-07-03,1510000,경기도교육청 안양공업고등학교,7530270,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027533&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안양공업고등학교,주식회사 씨엔테크
R26TE16358121,물품,2026학년도 AI디지털 선도학교 운영 교구 및 교재 구매 계약,2026-07-03,12978000,경기도부천교육청 부천남초등학교,7581057,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02026024&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부천남초등학교,주식회사 클래스포에듀
R26TE16359942,물품,매송중 수학AI 매쓰홀릭 코스웨어 구독료 지급,2026-03-24,15000000,경기도성남교육청 매송중학교,7551015,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01660197&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,매송중학교,테크빌교육(주)
R26TE16361140,물품,인천부평초등학교 6학년 SW교구 오조봇 스쿨패키지 구매 계약,2019-07-05,5600000,인천광역시교육청 인천광역시북부교육지원청 인천부평초등학교,7331193,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2019070385A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인천부평초등학교,한우리
R26TE16361151,물품,인천부평초등학교 소프트웨어 구입,2015-05-22,5797450,인천광역시교육청 인천광역시북부교육지원청 인천부평초등학교,7331193,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20150538610_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인천부평초등학교,주식회사 소넥스
R26TE16386608,물품,2026년 Adobe 라이센스 사용 계약,2026-07-06,13480500,경기도교육청 경기모바일과학고등학교,7530903,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02019600&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기모바일과학고등학교,주식회사인피네트
R26TE16387513,물품,2022학년도 자유학년제 주제선택 드론코딩반 수업 재료(드론) 구입,2022-08-29,5218000,인천광역시교육청 인천광역시북부교육지원청 서운중학교,7331217,중학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2022080EAF8_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서운중학교,주식회사 위즈윙
R26TE16421740,물품,2026학년도 Adobe라이센스 구매 계약 건,2026-07-08,5115000,경기도교육청 경기경영고등학교,7531275,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02014596&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기경영고등학교,주식회사 후니테크
R26TE16430052,물품,경기영상과학고등학교 2026년 응용소프트웨어(Adobe) 구매 계약,2026-07-08,28215000,경기도교육청 경기영상과학고등학교,7530943,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02036310&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기영상과학고등학교,주식회사 후니테크
R26TE16437282,물품,(원묵고)AI융합형교육실 구축 환경 조성용 비품 구입,,3212000,서울특별시교육청 원묵고등학교,7010805,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02040955&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,원묵고등학교,주식회사 오피스트
R26TE16468106,물품,경기영상과학고등학교 2026년 응용소프트웨어(Adobe) 구매 계약,2026-07-08,28215000,경기도교육청 경기영상과학고등학교,7530943,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02036310&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기영상과학고등학교,주식회사 후니테크
R26TE16468499,물품,2026년 수원정보과학고 ADOBE 소프트웨어 라이선스 연장 구매계약,2026-06-11,11913000,경기도교육청 수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01956553&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,수원정보과학고등학교,주식회사 후니테크
R26TE16469381,물품,2026학년도 군포중앙고 AI솔루션 오픈랩 프로그램 운영에 따른 노트북(대여)물품 계약,2026-07-08,1265000,경기도교육청 군포중앙고등학교,7531272,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02042245&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,군포중앙고등학교,오성솔루션
R26TE16473842,물품,2026학년도 Adobe라이센스 구매 계약 건,2026-07-08,5115000,경기도교육청 경기경영고등학교,7531275,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02014596&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기경영고등학교,주식회사 후니테크
R26TE16475081,물품,2026년 수원정보과학고 ADOBE 소프트웨어 라이선스 연장 구매계약,2026-07-08,11913000,경기도교육청 수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01956553&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,수원정보과학고등학교,주식회사 후니테크
R26TE16475181,물품,2026학년도 군포중앙고 AI솔루션 오픈랩 프로그램 운영에 따른 노트북(대여)물품 계약,2026-07-08,1265000,경기도교육청 군포중앙고등학교,7531272,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02042245&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,군포중앙고등학교,오성솔루션
R26TE16505446,물품,2026학년도 대구금포초등학교 교과서형 AI 디지털 교육자료 영어 및 1학기 수학 구독 변경 계약,2026-05-06,6490700,대구광역시달성교육청 대구하빈초등학교,7281029,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01564316&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구하빈초등학교,(주)천재교과서
R26TE16505448,물품,2026학년도 대구금포초등학교 클래스팅 AI 수학 러닝 프로그램 구독 계약,2026-03-27,1200000,대구광역시달성교육청 대구하빈초등학교,7281029,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01668438&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구하빈초등학교,주식회사 씨티
R26TE16510561,물품,2026학년도 한국애니메이션고 Adobe(어도비)프로그램 구매 계약,2026-07-14,9600000,경기도교육청 한국애니메이션고등학교,7530495,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047024&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,한국애니메이션고등학교,주식회사 후니테크
R26TE16512937,물품,정밀기계가공과 기자재(CAM 소프트웨어) 구입 계약,2026-07-10,23500000,대구광역시교육청 대구일마이스터고등학교,7240372,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02045468&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구일마이스터고등학교,에스지에스
R26TE16518047,물품,2026년 수원정보과학고 ADOBE 소프트웨어 라이선스 연장 구매계약,2026-07-08,11913000,경기도교육청 수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01956553&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,수원정보과학고등학교,주식회사 후니테크
R26TE16552705,물품,오남초등학교 AI 교구 구입,2026-07-10,7321600,경기도남양주교육청 오남초등학교,7652099,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02050660&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,오남초등학교,주식회사 네패스
R26TE16559340,물품,정밀기계가공과 기자재(CAM 소프트웨어) 구입 계약,2026-07-10,23500000,대구광역시교육청 대구일마이스터고등학교,7240372,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02045468&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구일마이스터고등학교,에스지에스
R26TE16560335,물품,2026학년도 전북과학고등학교 AI 특화과정 인공지능 교육 교구 구입,2026-07-10,15840000,전북특별자치도교육청 전북과학고등학교,8321124,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01982837&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,전북과학고등학교,아이씨뱅큐(주)
R26TE16560673,물품,2026학년도 전북과학고등학교 AI 특화과정 인공지능 교육 교구 구입,2026-07-10,15840000,전북특별자치도교육청 전북과학고등학교,8321124,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01982837&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,전북과학고등학교,아이씨뱅큐(주)
R26TE16560806,물품,2026학년도 전북과학고등학교 AI 특화과정 인공지능 교육 교구 구입,2026-07-10,15840000,전북특별자치도교육청 전북과학고등학교,8321124,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01982837&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,전북과학고등학교,아이씨뱅큐(주)
R26TE16570085,물품,충남기계공업고등학교 AI로봇운용과 기자재(EDA소프트웨어) 구입,2026-07-10,30000000,대전광역시교육청 충남기계공업고등학교,7430073,고등학교,대전광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047126&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,충남기계공업고등학교,주식회사 씽크렉스
R26TE16579404,물품,Google Ai Pro for Education 구입,2026-07-13,1640000,경기도교육청 안양여자고등학교,7530185,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02053641&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안양여자고등학교,주식회사 포인투랩
R26TE16584414,물품,2026학년도 한국애니메이션고 Adobe(어도비1년) 및 sketchup pro(스케치업 프로1년)프로그램 구매 계약,2026-07-14,13950000,경기도교육청 한국애니메이션고등학교,7530495,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047024&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,한국애니메이션고등학교,주식회사 후니테크
R26TE16590727,물품,Google Ai Pro for Education 구입,2026-07-13,1640000,경기도교육청 안양여자고등학교,7530185,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02053641&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안양여자고등학교,주식회사 포인투랩
R26TE16591369,물품,AI·디지털 활용 선도학교 교육자료 구입(레고 컴퓨터사이언스&AI),2026-07-13,4896000,경기도교육청 경기도수원교육지원청 다솔초등학교,7541356,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051854&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,다솔초등학교,(주) 핸즈온테크놀러지
R26TE16600414,물품,AI·디지털 활용 선도학교 교육자료 구입(레고 컴퓨터사이언스&AI),2026-07-13,4896000,경기도교육청 경기도수원교육지원청 다솔초등학교,7541356,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02051854&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,다솔초등학교,(주) 핸즈온테크놀러지
R26TE16600771,물품,2026학년도 송내중앙중학교 로컬 AI 운용 서버 구매,2026-07-13,9130000,경기도교육청 경기도동두천양주교육청 송내중앙중학교,7602099,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02055422&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,송내중앙중학교,주식회사 디앤에스
R26TE16601117,물품,"서울아이티고 지능형사이버보안과 SW,AI 교육강화사업 기자재 구매",2026-07-13,6000000,서울특별시교육청 서울아이티고등학교,7010960,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02055906&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울아이티고등학교,주식회사 지티이시큐
R26TE16601627,물품,2026학년도 한국애니메이션고 Adobe(어도비1년) 및 sketchup pro(스케치업 프로1년)프로그램 구매 계약,2026-07-14,13950000,경기도교육청 한국애니메이션고등학교,7530495,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02047024&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,한국애니메이션고등학교,주식회사 후니테크
R26TE16602102,물품,AI중점학교 구축공사 등 환경개선공사 물품구매,2026-07-14,44076000,인천광역시교육청 인천부흥고등학교,7310248,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02056103&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인천부흥고등학교,주식회사 신아퍼니처
R26TE16603535,물품,2026학년도 송내중앙중학교 로컬 AI 운용 서버 구매,2026-07-13,9130000,경기도교육청 경기도동두천양주교육청 송내중앙중학교,7602099,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02055422&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,송내중앙중학교,주식회사 디앤에스
R26TE16606630,물품,2026학년도 1학기 창의교육(AI·코딩 융합교육) 교재 및 교구 구입,2026-07-02,35297000,서울특별시남부교육청 동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01579285&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,동광초등학교,주식회사 드림잇
R26TE16632143,물품,"서울아이티고 지능형사이버보안과 SW,AI 교육강화사업 기자재 구매",2026-07-13,6000000,서울특별시교육청 서울아이티고등학교,7010960,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02055906&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울아이티고등학교,주식회사 지티이시큐
