기관명,계약명,계약일,계약금액,계약상대자,키워드
덕신초등학교,유치원 전자칠판 보조 제작 설치비 지급,2023-07-31,1650000,(주)계림퍼니처,전자칠판
현대청운중학교,2023 그린스마트 미래학교 스마트 기기 구입 - 전자칠판보조장,2023-07-28,16017120,부산지방조달청,전자칠판
덕신초등학교,유치원 전자칠판 구입 (조달구입),2023-07-28,4940000,부산지방조달청,전자칠판
무거초등학교,2023. 융합형 선진교실(전자칠판 및 보조장) 조성 전기공사,2023-07-26,11352000,창성전력,전자칠판
방기초등학교,유치원 융합형 선진교실(전자칠판) 구축용 사업 비품 구입비 지급,2023-07-26,4950000,(주)오맥스,전자칠판
무거초등학교,[조달청] 2023. 융합형 선진교실 전자칠판 조달 구입,2023-07-24,240372000,주식회사 아하,전자칠판
매곡초등학교,어린이활동공간 개선 공사 전자칠판 및 칠판보조장 해체 및 재설치,2023-07-21,1518000,제이에스시스템,전자칠판
삼평초등학교,유치원 전자칠판 구입비 지출,2023-07-21,5250000,주식회사 아하,전자칠판
연암초등학교,2023년 융합형 선진교실 구축에 따른 전자칠판 구입,2023-07-20,104346000,주식회사 한국크레아,전자칠판
반곡초등학교,2023. 유치원 융합형 선진교실(전자칠판) 조달 구입,2023-07-19,4840000,부산지방조달청,전자칠판
농소초등학교,(G2B)2023. 유치원 융합형 선진교실 구축 전자칠판 구입,2023-07-19,5250000,주식회사 오맥스,전자칠판
울산생활과학고등학교,증설 특수학급 전자칠판 구입(G2B),2023-07-18,5250000,주식회사 오맥스,전자칠판
연암초등학교,"전자칠판 및 보조장 설치에 따른 다정반, 다솜반 전면장 철거 작업",2023-07-18,1600000,강경기업,전자칠판
복산초등학교,전자칠판설치에 따른 전기공사비 지급,2023-07-18,3174000,일성전기공사,전자칠판
양사초등학교,유치원 융합형 선진교실 구축 전자칠판 구입-G2B,2023-07-16,4940000,부산지방조달청,전자칠판
울산생활과학고등학교,증설 특수학급 전자칠판보조장 구입(G2B),2023-07-14,4900000,(주)월드퍼니처,전자칠판
척과초등학교,(G2B)2023 유치원 전자칠판 구입비 지급,2023-07-13,4950000,탐투스(주),전자칠판
문수초등학교,2023. 유치원 융합형 선진교실 구축을 위한 전자칠판 구입,2023-07-13,3900000,주식회사 지피오,전자칠판
학성초등학교,2023. 유치원 융합형 선진교실 구축을 위한 전자칠판 구입비 지급(G2B),2023-07-12,4230000,부산지방조달청,전자칠판
주전초등학교,융합형선진교실 구축을 위한 전자칠판 OPS(거치대포함) 구입(학교장터),2023-07-12,6900000,(주)아하,전자칠판
주전초등학교,융합형선진교실 구축을 위한 전자칠판 구입(나라장터),2023-07-12,36750000,부산지방조달청,전자칠판
두동초등학교,유치원 전자칠판 구입 건의,2023-07-12,4840000,(주)아하정보통신,전자칠판
농서초등학교,2023학년도 유치원 융합형 선진교실 구축을 위한 전자칠판 구입,2023-07-12,4866130,부산지방조달청,전자칠판
울산중학교,교실 전자칠판 조성 관련 물품 구입,2023-07-11,6736180,주식회사 한국크레아,전자칠판
동부초등학교,[조달] 2023학년도 유치원 전자칠판 구입,2023-07-10,4950000,(주)오맥스,전자칠판
약수초등학교,유치원 전자칠판 1대 조달 구입비,2023-07-07,4950000,부산지방조달청,전자칠판
양사초등학교,융합형 선진교실 구축 전자칠판 지지장 등 보관장 구입,2023-07-06,9320000,트리메탈,전자칠판
삼남초등학교,2023학년도 유치원 융합형 선진교실 인터랙티브화이트보드(전자칠판) 구매,2023-07-05,3981380,부산지방조달청,전자칠판
양사초등학교,융합형 선진교실 구축 전자칠판 구입-G2B,2023-07-04,62920000,부산지방조달청,전자칠판
동평초등학교,2023. 유치원 전자칠판 구입,2023-07-04,4940000,부산지방조달청,전자칠판
범서초등학교,유치원 융합형 선진교실 구축을 위한 전자칠판 구입,2023-07-04,4950000,탐투스 주식회사,전자칠판
범서초등학교,유치원 선진교실 구축을 위한 전자칠판 하부장(캐비닛) 구입,2023-07-04,1575000,트리메탈,전자칠판
삼일초등학교,2023. 유치원 융합형 선진교실 구축 전자칠판 구입(조달구입),2023-07-04,4850000,주식회사 한국크레아,전자칠판
울산양정초등학교,[G2B]2023 유치원 융합형 선진교실 구축을 위한 물품(전자칠판) 구입,2023-07-04,4850000,주식회사 한국크레아,전자칠판
명덕초등학교,2023학년도 유치원 하늘반 전자칠판 구입,2023-07-03,4940000,주식회사 현대아이티,전자칠판
내황유치원,2023. 전자칠판(융합형 선진교실) 구입,2023-07-03,9900000,이솔정보통신 주식회사,전자칠판
전하초등학교,2023학년도 유치원 융합형 선진교실 전자칠판 전면장 구입,2023-07-03,5000000,부산지방조달청,전자칠판
전하초등학교,2023학년도 유치원 융합형 선진교실 전자칠판 구입,2023-07-03,4940000,부산지방조달청,전자칠판
삼호초등학교,2023년 유치원 융합형 선진교실 구축 전자칠판 구입(나라장터),2023-06-29,4230000,주식회사 현대아이티,전자칠판
천상초등학교,유치원 융합형 선진교실 구축 전자칠판 구입,2023-06-28,4950000,부산조달청,전자칠판
강동유치원,융합형 선진교실 구축에 따른 전자칠판 구입,2023-06-28,19800000,부산지방조달청,전자칠판
야음초등학교,유치원 융합형 선진교실 구축 전자칠판 구입,2023-06-28,4730000,(주)아하,전자칠판
학성중학교,그린스마트 미래학교 사업에 따른 전자칠판 및 무선마이크 이동 설치 용역,2023-06-27,11100000,투와이스솔루션 주식회사,전자칠판
염포초등학교,(G2B)2023년 유치원 융합형 선진교실 구축을 위한 전자칠판 구입비 지급,2023-06-27,4940000,주식회사 현대아이티,전자칠판
현대청운고등학교,2023년 지능형 과학실 전자칠판 구입,2023-06-27,16434000,주식회사 현대아이티,전자칠판
현대청운고등학교,2023년 지능형 과학실 전자칠판 이동식거치대 구입,2023-06-27,2310000,(주)디아이앤씨,전자칠판
월봉초등학교,유치원 선진교실 구축을 위한 전자칠판 구입(G2B),2023-06-27,4940000,주식회사 현대아이티,전자칠판
약사초등학교,2023 공립유치원 융합형 선진교실 구축을 위한 전자칠판 조달구입,2023-06-22,4864820,부산지방조달청,전자칠판
언양누리유치원,유치원 전자칠판 구입 [G2B],2023-06-20,4950000,부산지방조달청,전자칠판
울산강남고등학교,2023년 지능형 과학실 구축을 위한 전자칠판용 내장형 PC 구입,2023-06-20,1320000,주식회사 이제이정보시스템,전자칠판
울산강남고등학교,2023년 지능형 과학실 구축을 위한 전자칠판 구입,2023-06-20,4950000,주식회사 이제이정보시스템,전자칠판
옥서초등학교,(나라장터) AI교육 선도교실 구축을 위한 물품 구입(전자칠판),2023-06-13,4950000,탐투스 주식회사,전자칠판
백합초등학교,(컴퓨터실 환경개선 사업) 전자칠판 구입비 지출,2023-05-30,9460000,주식회사 아하정보통신,전자칠판
매곡초등학교,체육관 이동식 전자칠판 구입,2023-04-20,4864820,부산지방조달청,전자칠판
울산마이스터고등학교,[G2B]진로활동실 전자칠판 구매,2023-04-18,4950000,(주)오맥스,전자칠판
울산동천고등학교,전자칠판 설치교실 차단 스위치 설치공사,2023-04-12,5489000,창성전력 주식회사,전자칠판
울산기술공업고등학교,[전자칠판유지보수비] 무선마우스키보드 세트 및 건전지 구입,2023-04-04,1100000,한국문구도매센터 활문사,전자칠판
천상고등학교,교무실 프린터 토너 및 전자칠판 물품 구입,2023-04-04,3196400,(주)이베이코리아(G마켓),전자칠판
서부초등학교,(조달)증설학급 비품(칠판보조장 및 전자칠판)구입,2023-03-16,10450530,부산지방조달청,전자칠판
옥동중학교,전자칠판 전동스탠드 구입(S2B),2023-03-15,1100000,주식회사 이제이정보시스템,전자칠판
천상고등학교,교무실 프린터 토너 및 전자칠판 운영 물품 구입,2023-03-10,2371910,(주)이베이코리아(G마켓),전자칠판
연암초등학교,유치원 교실 전자칠판장 제작 건의,2023-03-09,4950000,은지공방,전자칠판
매곡고등학교,"2023학년도 행정학급(3-5, 3-8) 조성에 따른 전자칠판 관련 스피커 구입비 지급",2023-03-06,1584000,문수시스템,전자칠판
천상초등학교,전자칠판용 스피커 구입,2023-03-06,2234850,프롬에이,전자칠판
울산중앙고등학교,2023학년도 전산장비 및 전자칠판 유지보수 용역비 지급,2023-03-01,4800000,(주)대준아이씨티,전자칠판
다운초등학교,다운초등학교 보조칠판 및 전자칠판 철거 및 재설치 작업,2023-02-28,1980000,주식회사 한국크레아,전자칠판
현대청운중학교,전자칠판 거치대 구매,2023-02-27,1800000,넥스윈,전자칠판
무거고등학교,(나라장터)학점제형 학교공간조성을 위한 전자칠판 구입비 지급,2023-02-27,11009240,주식회사 현대아이티,전자칠판
은월초등학교,(S2B)2023학년도 학급 증설에 따른 비품(전자칠판)구입,2023-02-27,5250000,주식회사 현대아이티,전자칠판
두왕초등학교,증축교실(전자칠판) 보조장비 구입,2023-02-24,2840000,씨에스정보기술,전자칠판
두왕초등학교,2023년 초등 융합형 선진교실(전자칠판) 구축 물품 구입,2023-02-24,5106300,삼보컴퓨터울산센터,전자칠판
신정고등학교,2022학년도 현장밀착형 학점제형 학교공간조성 전자칠판용 허브 구입,2023-02-23,3630000,주식회사 이제이정보시스템,전자칠판
울산서여자중학교,융합형 선진교실(전자칠판)관련 교실 랜선 및 아울렛 교체 설치,2023-02-22,1200000,씨에스정보기술,전자칠판
현대공업고등학교,직업계고 실험실습실 전자칠판 추가 구축-칠판(교육청지원비),2023-02-22,1012000,칠성칠판,전자칠판
현대공업고등학교,직업계고 실험실습실 전자칠판 설치 환경개선 추가공사(교육청지원비),2023-02-21,6166680,(주)가국건설,전자칠판
학성고등학교,전자칠판 보조 노트북 구입 건,2023-02-21,15000000,삼성전자주식회사,전자칠판
현대고등학교,2022학년도 중등 융합형 선진교실(전자칠판) 관련 추가 물품 구입,2023-02-20,34305200,주식회사 에스에스비,전자칠판
울산중앙고등학교,2022학년도 융합형 선진교실 구축을 위한 기자재(전자칠판용 교내방송 수신용 TV 셋탑박스,2023-02-20,2682000,딥스원테크 주식회사,전자칠판
울산공업고등학교,실험실습실 전자칠판 설치부속품 구입 및 설치,2023-02-20,1262410,스마트미디어,전자칠판
중산초등학교,전자칠판 설치 교실 천장형 텔레비전 철거비 지급,2023-02-20,2925000,벽걸이TV설치 단디맨 울산센터,전자칠판
울산에너지고등학교,전자칠판 구축 인테리어 관련 전기공사(본관동),2023-02-17,2029500,(주)우리전기공사,전자칠판
울산강남고등학교,학점제형 교과교실제 도입교 기자재(전자칠판 거치 스탠드 등 3종) 구입,2023-02-17,4106000,주식회사 이제이정보시스템,전자칠판
울산강남고등학교,학점제형 교과교실제 도입교 전자칠판 구입,2023-02-17,9900000,주식회사 이제이정보시스템,전자칠판
울산생활과학고등학교,[융합형 선진교실 구축 운용] 전자칠판 설치에 따른 TV이동설치 및 전면부 보강작업(G2B,2023-02-17,7435000,CS미디어,전자칠판
천곡초등학교,전자칠판 구축 교실 컴퓨터 인터넷 연결 및 배선 정리 작업 실시,2023-02-17,1920100,경상방과후지원센터,전자칠판
대송중학교,2022학년도 융합형 선진교실(전자칠판) 구축을 위한 물품 구입(멀티탭 등),2023-02-16,5640000,(주)오피스 배재,전자칠판
대송중학교,2022학년도 융합형 선진교실(전자칠판) 구축을 위한 물품 구입,2023-02-16,1897500,지마켓글로벌 유한책임회사,전자칠판
중산초등학교,2022 전자칠판 설치에 필요한 usb hub 및 분배기 구입비 지급,2023-02-16,1478400,㈜컴넷,전자칠판
약사고등학교,선진형 융합교실(전자칠판) 설치 관련 시설 공사,2023-02-15,1650000,주식회사 한국크레아,전자칠판
천곡중학교,전자칠판 철거 및 이전 설치 작업비 지급,2023-02-14,1089000,주식회사 한국크레아,전자칠판
명정초등학교,2023학년도 증설 특수학급 전자칠판 조달 구입,2023-02-14,5400000,넥스윈,전자칠판
미포초등학교,2022학년도 융합형 선진교실(전자칠판) 구축을 위한 물품 구입,2023-02-14,8149190,(주)유투,전자칠판
호계중학교,선진형 융합교실(전자칠판) 조성을 위한 물품 구입(리모콘보관함),2023-02-13,1774000,한국스마트에듀테크협동조합,전자칠판
호계중학교,2022학년도 선진형 융합교실(전자칠판) 조성을 위한 물품 구입(케이블정리함 등 2종),2023-02-13,8558000,딥스원테크 주식회사,전자칠판
호계중학교,2022학년도 선진형 융합교실(전자칠판) 조성을 위한 물품 구입(웹캠 등 2종),2023-02-13,4994000,주식회사 이제이정보시스템,전자칠판
옥서초등학교,(나라장터) 2023학년도 신설 교실 조성을 위한 전자칠판 구입,2023-02-10,5390000,탐투스 주식회사,전자칠판
현대청운중학교,"전자칠판 셋톱 박스 및 케이블 구입 - 셋톱박스, 판서프로그램",2023-02-09,3615000,넥스윈,전자칠판
언양초등학교,융합형선진교실 구축비 지출건의(전자칠판구축비),2023-02-09,3363240,문수시스템,전자칠판
울산공업고등학교,[G2B] 융합형 선진교실(전자칠판) 조성을 위한 물품(노트북) 구입,2023-02-09,14160000,부산지방조달청,전자칠판
무룡고등학교,전자칠판설치로 인한 교실문 손잡이 위치 변경 설치 작업비 지급,2023-02-09,1050000,화성유리,전자칠판
울산제일고등학교,융합형 선진교실(전자칠판) 조성 물품(클린펜 외) 구입비 지출,2023-02-09,1514000,더죤교구사,전자칠판
울산에너지고등학교,실험실습실 전자칠판 전자칠판구축사업 케이블 구입,2023-02-08,1744600,(주)삼성전자사무기기울산총판,전자칠판
울산행복학교,교실공간개선 공사 및 전자칠판 설치에 따른 전기공사,2023-02-08,19975000,부영전력(주),전자칠판
미포초등학교,2022학년도 융합형 선진교실(전자칠판) 구축을 위한 몰딩 작업,2023-02-08,1496000,티에스피정보기술,전자칠판
온산고등학교,2022학년도 선진형 융합교실 추가 조성(전자칠판)을 위한 물품 구입(S2B),2023-02-08,5000000,(주)디아이앤씨,전자칠판
천상고등학교,증설 특수학급 비품(전자칠판) 구입,2023-02-08,5478000,(주)현대아이티,전자칠판
현대청운중학교,전자칠판 케이블 및 스피커 구입비 지급(학교카드),2023-02-08,1319800,옥션,전자칠판
삼평초등학교,전자칠판 설치 관련 경비 지출,2023-02-08,1020000,S2B학교장터,전자칠판
울산상업고등학교,2022학년도 중등 융합형 선진교실(전자칠판) 구축 물품및 교과 지도 물품 구입,2023-02-07,3283500,(주) 삼성전자사무기기울산총판,전자칠판
무룡고등학교,전자칠판 설치에 따른 네트워크 설치 작업비 지급,2023-02-07,2222000,주식회사 컴넷,전자칠판
화봉초등학교,2023학년도 학급 증설에 따른 전자칠판 구입 건의(방과후교실1),2023-02-07,5478000,주식회사 현대아이티,전자칠판
울산서여자중학교,2022학년도 융합형 선진교실(전자칠판) 태블릿 구입,2023-02-07,10725000,윤스쿨,전자칠판
현대공업고등학교,직업계고 실험실습실 TV형 전자칠판 구축(전동스탠드외 2종)(교육청 지원),2023-02-07,19800000,주식회사 이제이정보시스템,전자칠판
연암초등학교,2022학년도 유치원 전자칠판 구입(g2b),2023-02-06,4950000,(주)오맥스,전자칠판
울산제일고등학교,융합형 선진교실(전자칠판) 조성 물품 구입비 지출,2023-02-06,1320000,삼오전기조명,전자칠판
염포초등학교,융합형 선진교실 구축을 위한 전자칠판 설치 추가 공사 계약 체결,2023-02-03,6490000,주식회사 컴넷,전자칠판
울산혜인학교,[계약] 융합형 선진교실(전자칠판) 구축을 위한 PC 재설치 및 케이블 정리 용역,2023-02-03,4375000,투와이스솔루션 주식회사,전자칠판
방어진고등학교,2022학년도 융합형 선진교실(전자칠판) 추가 구축 노트북 구입,2023-02-03,7560000,주식회사 케이에스리테일,전자칠판
약사중학교,전자칠판 이전 설치비 지급 건의,2023-02-03,5280000,(주) 삼성전자사무기기울산총판,전자칠판
약사중학교,2022학년도 융합형 선진교실(전자칠판)조성관련 물품 구매 건의,2023-02-03,3641000,(주) 삼성전자사무기기울산총판,전자칠판
울산혜인학교,"[G2B] 융합형 선진교실(전자칠판) 구축을 위한 컴퓨터 책상, 의자 구입비 지급",2023-02-02,31049000,부산지방조달청,전자칠판
신복초등학교,2022년 전자칠판 및 돌봄교실 전기공사 계약,2023-02-02,11824000,(주)신광전기,전자칠판
미포초등학교,2022학년도 융합형 선진교실(전자칠판) 구축을 위한 그래픽카드 및 분배기 구입,2023-02-02,2398000,티에스피정보기술,전자칠판
울산혜인학교,융합형 선진교실(전자칠판) 구축을 위한 소모품 구입비 지급(멀티탭),2023-02-02,1366550,이베이코리아 유한책임회사(g마켓),전자칠판
울산에너지고등학교,실험실습실 전자칠판 전자칠판구축사업 무선마이크장치 구입,2023-02-01,16040000,(주)삼성전자사무기기울산총판,전자칠판
언양초등학교,(조달청)유치원 융합형 선진교실 구축을 위한 전자칠판 구입,2023-02-01,5250000,주식회사 아하정보통신,전자칠판
호계중학교,2022학년도 선진형 융합교실(전자칠판) 조성을 위한 OPS(내장형 PC) 구입,2023-02-01,77341760,케이시스 울산지사,전자칠판
신정고등학교,2022학년도 융합형 선진교실 구축을 위한 물품(전자칠판) 부속품 구입,2023-01-31,1980000,주식회사 이제이정보시스템,전자칠판
덕신초등학교,(계약서)융합형 선진교실 구축(전자칠판의 인터넷선 및 영어실2) 용역계약,2023-01-31,2926000,스마트미디어,전자칠판
울산서여자중학교,전자칠판 설치 교실 전면디스플레이 설치 공사,2023-01-30,40463700,주식회사지엠건축디자인,전자칠판
현대청운중학교,2022학년도 융합형 선진교실 전자칠판 보조장 추가 구매 - 칠판보조장 외 2종,2023-01-30,11250000,부산지방조달청,전자칠판
현대청운중학교,2022학년도 융합형 선진교실 전자칠판 보조장 추가 구매 - 캐비닛 외 1종,2023-01-30,3816000,부산지방조달청,전자칠판
현대청운중학교,2022학년도 융합형 선진교실 전자칠판 보조장 추가 구매 - TV삽입형 칠판,2023-01-30,3150000,부산지방조달청,전자칠판
호계중학교,선진형 융합교실(전자칠판) 조성을 위한 물품 구입(이동식거치대 등 3종),2023-01-30,15579000,주식회사 이제이정보시스템,전자칠판
호계중학교,2022학년도 선진형 융합교실(전자칠판) 조성을 위한 NAS서버 구입,2023-01-30,3300000,주식회사삼성하이테크시스템,전자칠판
현대고등학교,2022학년도 중등 융합형 선진교실(전자칠판) 조성을 위한 벽면 미장 작업,2023-01-30,8000000,성일에너텍,전자칠판
성동초등학교,"음악실,어학실 전자칠판 보조장 추가 구입 대금 지급",2023-01-27,3280000,에이치아이퍼니처,전자칠판
호계중학교,2022학년도 선진형 융합교실 조성을 위한 전자칠판 구입(조달),2023-01-27,253935000,부산지방조달청,전자칠판
울산생활과학고등학교,전자칠판 도입으로 인한 전산 소모품 구입비 지급,2023-01-27,1638460,11번가(주),전자칠판
울산에너지고등학교,"전자칠판 구축을 위한 인테리어 공사 및 교장실,분리수거장 환경개선 공사 실시",2023-01-26,96221530,주식회사 디자인애디드,전자칠판
호계중학교,2022학년도 선진형 융합교실(전자칠판) 조성을 위한 가구 구입,2023-01-26,51200000,(주)밀리언텍,전자칠판
두왕초등학교,2023년 초등 융합형 선진교실(전자칠판) 구입,2023-01-26,91000000,부산지방조달청,전자칠판
울산공업고등학교,융합형 선진교실(전자칠판) 조성을 위한 물품 구입 건의(시트시공),2023-01-26,1260000,동양칠판,전자칠판
화봉초등학교,2022 융합형 선진교실(전자칠판) 설치 학습 기자재 구입비 지급,2023-01-26,1257700,쿠팡(주),전자칠판
울산제일고등학교,전자칠판 설치를 위한 교실 칠판 및 TV 철거 이전비 지출,2023-01-26,4620000,휴먼테크,전자칠판
신정고등학교,2022학년도 융합형 선진교실 구축을 위한 물품(전자칠판) 추가 구입(나라장터),2023-01-25,4950000,주식회사 이제이정보시스템,전자칠판
화봉초등학교,2022 융합형 선진교실(전자칠판)구축 증설학급 전자칠판 설치를 위한 가구 구입비 지급,2023-01-25,4087200,주식회사 오넥트,전자칠판
삼평초등학교,전자칠판 설치 관련 전기작업 경비 지출,2023-01-25,1228900,(주)진성전기공사,전자칠판
삼평초등학교,전자칠판 설치 관련 칠판 보강경비 지출,2023-01-21,2310000,스마트미디어,전자칠판
화진초등학교,전자칠판 설치를 위한 도움반 법랑칠판 및 일반교실 전환용 게시판 구입,2023-01-20,2640000,(주) 부경교재,전자칠판
이화중학교,2022학년도 전자칠판 비품(내장형 OPS PC) 구입,2023-01-20,1210000,(주) 삼성전자사무기기울산총판,전자칠판
가온중학교,융합형 선진교실(전자칠판) 조성을 위한 물품 구매(칠판하부서랍장),2023-01-20,2090000,주식회사 계림퍼니처,전자칠판
화봉고등학교,다목적다기능 공용공간 및 특수학급 기자재 구입(전자칠판 내장형 컴퓨터),2023-01-19,2100000,주식회사삼성하이테크시스템,전자칠판
동백초등학교,2022학년도 융합형선진교실 구축을 위한 전자칠판 설치 보강작업비 지출,2023-01-19,2730000,(주)오맥스,전자칠판
화봉고등학교,다목적다기능 공용공간 및 특수학급 기자재 구입(전자칠판),2023-01-19,10340000,주식회사 한국크레아,전자칠판
효정중학교,"교실 빔프로젝트, 컴퓨터 철거 및 전자칠판 설치",2023-01-19,1400000,씨에스정보기술,전자칠판
명촌초등학교,2023학년 증가학급 비품(전자칠판) 구입,2023-01-19,9450000,(주)아하,전자칠판
울산공업고등학교,[S2B] 융합형 선진교실(전자칠판) 조성을 위한 물품 무선콤보키보드마우스 세트 구입,2023-01-19,2814000,주식회사 지오코리아,전자칠판
신복초등학교,2022년 전자칠판 구축을 위한 철거작업 계약,2023-01-18,4661010,공익사,전자칠판
신복초등학교,2022년 전자칠판 칠판보조장 조달 구입비 지급,2023-01-18,78593120,부산지방조달청,전자칠판
태화초등학교,초등 융합형 선진교실(전자칠판) 철거 및 이전설치,2023-01-18,1650000,대호인테리어,전자칠판
내황초등학교,[G2B]2022학년도 융합형 선진교실 구축 도서실 전자칠판 구매,2023-01-18,3900000,주식회사 오맥스,전자칠판
울산강남고등학교,학점제형 교과교실 및 융합형 선진교실 구축을 위한 기자재 구입(이동식 전자칠판 스탠드 등,2023-01-18,17904000,주식회사 이제이정보시스템,전자칠판
신복초등학교,2022년 전자칠판 물품 구매대금 지급,2023-01-18,4158000,씨에스정보기술,전자칠판
현대공업고등학교,직업계고 실험실습실 전자칠판 구축(교육청 지원비),2023-01-18,21923000,(주)가국건설,전자칠판
울산강남고등학교,학점제형 교과교실 전자칠판 사용에 필요한 랜포트 설치,2023-01-18,8338000,(주)비엘산업,전자칠판
신정고등학교,2022학년도 융합형 선진교실 구축을 위한 물품(전자칠판 부속품)설치 작업,2023-01-17,5341600,(주)혜정정보기술,전자칠판
학성고등학교,"학점제형 학교공간조성 비품 구입(전자칠판, 보조칠판)",2023-01-17,48060000,부산지방조달청,전자칠판
신복초등학교,2022년 전자칠판 칠판장 구입비 지출,2023-01-17,28905250,부산지방조달청,전자칠판
울산강남고등학교,학점제형 교과교실 및 융합형 선진교실 구축을 위한 전자칠판 구입,2023-01-17,59400000,주식회사 이제이정보시스템,전자칠판
성광여자고등학교,(목적)전자칠판 설치 관련 전자칠판보조장 구입(G2B),2023-01-17,4650000,부산지방조달청,전자칠판
태화초등학교,초등 융합형 선진교실(전자칠판) 컴퓨터 메모리 및 그래픽카드 구입,2023-01-17,14040000,주식회사 에이치앤티,전자칠판
울산상업고등학교,2022학년도 중등 융합형 선진교실(전자칠판) 구축 관련 OPS 컴퓨터 구입,2023-01-17,35090000,컴넷에듀,전자칠판
강동고등학교,"2022년 융합형 선진교실(전자칠판) 추가 조성을 위한 구입(전자칠판2종, 보조칠판)",2023-01-17,29790000,부산지방조달청,전자칠판
울산상업고등학교,2022년 실험실습실 전자칠판 구축 관련 물품(2차) 구입(S2B),2023-01-17,6711880,오송,전자칠판
격동초등학교,2022. 융합형 선진교실(전자칠판) 구축을 위한 수업용 컴퓨터 구입,2023-01-17,1168300,부산지방조달청,전자칠판
강동고등학교,"2022년 융합형 선진교실(전자칠판) 추가 조성을 위한 구입 및 설치(텔레비전거치대, OP",2023-01-17,8800000,탐투스 주식회사,전자칠판
중산초등학교,2022 전자칠판 설치에 필요한 부품 구입비 지급,2023-01-16,5596800,㈜컴넷,전자칠판
문현고등학교,2022학년도 융합형선진교실(전자칠판) 설치 기존 칠판철거 및 변경 작업비 지급,2023-01-16,9251000,엘에스개발,전자칠판
문현고등학교,"2022학년도 융합형선진교실(체육관) 이동식 전자칠판 구축 물품 (내장형PC, 전동스탠드)",2023-01-16,2310000,주식회사 이제이정보시스템,전자칠판
문현고등학교,2022학년도 융합형선진교실(체육관)이동식 전자칠판 구입비 지급,2023-01-16,4950000,주식회사 이제이정보시스템,전자칠판
울산상업고등학교,2022학년도 중등 융합형 선진교실(전자칠판) 구축 관련 기자재 및 물품 구입,2023-01-16,7198400,(주) 삼성전자사무기기울산총판,전자칠판
이화중학교,2022학년도 추가 전자칠판 및 비품 구입,2023-01-16,7331370,(주)디스텍,전자칠판
울산상업고등학교,2022학년도 중등 융합형 선진교실(전자칠판) 구축 물품 구입(G2B),2023-01-16,62922950,주식회사 부경교재,전자칠판
미포초등학교,2022학년도 융합형 선진교실(전자칠판) 구축을 위한 물품 구입,2023-01-16,5028600,모은,전자칠판
화암초등학교,"전자칠판 구축실 물품(사운드바, 무선마이크 등)및 각 교실 TV철거비 지출",2023-01-13,12980000,(주)삼성전자사무기기울산총판,전자칠판
화암초등학교,체육관용 전자칠판 거치대 학교장터 구입비 지출,2023-01-13,1540000,(주)삼성전자사무기기울산총판,전자칠판
무룡고등학교,융합형 선진교실 기자재(전자칠판 외)물품 조달 구매 요청,2023-01-13,77657080,부산지방조달청,전자칠판
삼일초등학교,[원인행위] 2023. 유치원 특수학급 증설 전자칠판 구입,2023-01-13,5170000,주식회사 한국크레아,전자칠판
울산고등학교,2022학년도 융합형 선진교실(전자칠판) 조성 관련 비용 지출,2023-01-13,2970000,(주)삼성울산비투비,전자칠판
화암초등학교,전자칠판 구축실 전면가구 마감재 설치 및 리모델링교실 보강 작업비 지출,2023-01-12,13343000,주식회사 계림퍼니처,전자칠판
울산여자상업고등학교,2022학년도 융합형 선진교실(전자칠판) 및 직업계고 실습실 무선마이크 송신기 구입,2023-01-12,7047000,(주)디스텍,전자칠판
화암초등학교,전자칠판 구축실 전기공사 경비 지출,2023-01-12,4158000,주식회사 진성전기공사,전자칠판
화봉초등학교,2022년 초등 융합형 선진교실(전자칠판) 구축 기타 기자재(영상정보시스템) 구입비 지급,2023-01-12,3270000,주식회사 시스메이트,전자칠판
성동초등학교,2022. 성동초등학교 초등 융합형 선진교실(전자칠판 전면장) 특별실 구축용 기자재 구입,2023-01-12,13874520,에이치아이퍼니처,전자칠판
청솔초등학교,융합형 선진교실 구축용 전자칠판 설치를 위한 사전작업 필요물품 및 PC업그레이드 물품 구입,2023-01-12,7933200,혜정정보기술,전자칠판
울산여자상업고등학교,2022학년도 융합형 선진교실(전자칠판) TV 철거 및 이전 설치,2023-01-12,3470000,(주)삼성전자사무기기울산총판,전자칠판
현대고등학교,2022학년도 중등 융합형 선진교실(전자칠판 거치대) 구축 운영비 지출 건,2023-01-11,3750000,(주)오맥스,전자칠판
고헌초등학교,2022학년도 하반기 융합형 선진교실 구축 전자칠판 구입(18대/나라장터),2023-01-11,94923000,부산지방조달청,전자칠판
온양초등학교,전자칠판 전면장 구입,2023-01-10,54096000,(주)밀리언텍,전자칠판
온양초등학교,전자칠판 설치관련 남관 칠판 철거및 화이트보드 구입비 지급,2023-01-10,7788000,(주)비엘산업,전자칠판
성안초등학교,전면 전자칠판 받침대 보강 설치비 지출,2023-01-10,1386000,(주)계림퍼니처,전자칠판
명덕초등학교,2022학년도 융합형 선진교실(전자칠판) 구축 공사,2023-01-10,11968000,주식회사 컴넷,전자칠판
외솔초등학교,2023학년도 증설학급 전자칠판 구입,2023-01-10,13271280,부산지방조달청,전자칠판
서부초등학교,(조달)유치원 전자칠판 및 보조장 구입,2023-01-10,3921060,부산지방조달청,전자칠판
삼산고등학교,2022학년도 다목적 온라인학습실 구축 기자재 조달 구입(전자칠판),2023-01-10,5250000,주식회사 현대아이티,전자칠판
