제품명,영문명,공급자,구분,확인여부,등록일
,DIDIM,,private_domestic,confirmed,2026-01-30
들샘클래스ON,DeulsamClassOn,,private_domestic,confirmed,2026-02-10
,,,private_domestic,confirmed,2026-01-23
GS-LLM(지에스 엘엘엠）,GS-LLM,정상수,other,confirmed,2026-02-26
길벗스쿨 / 학습지원자료,,,private_domestic,confirmed,2026-02-10
길벗·이지톡 / 학습지원자료,,,private_domestic,confirmed,2026-02-10
,,,ai_digital_educational_materials,confirmed,2026-01-22
,geniatutor,,private_domestic,confirmed,2026-01-27
SPOMARU,,,private_domestic,confirmed,2026-02-11
티코치,T-COACH,,private_domestic,confirmed,2026-02-11
함께학교 (https://www.togetherschool.go.kr/),Together School,,public_including_city_province,confirmed,2026-02-11
위즈덤박스,wisdombox,,private_domestic,confirmed,2026-02-11
타입캐스트,Typecast,,private_domestic,confirmed,2026-02-13
,,,private_domestic,confirmed,2026-02-11
AI CLASS,AI CLASS,,private_domestic,confirmed,2026-01-31
EBS eBook (APP 서비스),,,public_including_city_province,confirmed,2026-01-26
EBS Play (APP 서비스),EBS Play,,public_including_city_province,confirmed,2026-02-11
EBS 고교강의 (APP 서비스),,,public_including_city_province,confirmed,2026-01-26
EBS 반디 (APP 서비스),EBS Bandi,,public_including_city_province,confirmed,2026-02-11
EBS 구독서비스 웹사이트 (https://www.ebs.co.kr/package),,,public_including_city_province,confirmed,2026-02-11
,VRWARE Edu School,,private_domestic,confirmed,2026-01-29
,AI ROBOT ARTIBO,,private_domestic,confirmed,2026-01-27
티쳐캔,Teachercan,티쳐캔,other,confirmed,2026-02-24
디비디비스쿨 / 방과후학교 프로그램,,,private_domestic,confirmed,2026-02-06
깨디와 한글마법사,Kaedy & Hangeul Wizard,,private_domestic,confirmed,2026-02-26
티키타미트,TkitaMeet,,private_domestic,confirmed,2026-02-11
티키타모바일,TkitaMobile,,private_domestic,confirmed,2026-02-11
티키타톡,TkitaTalk,,private_domestic,confirmed,2026-02-11
티키타캡션,TkitaCaption,,private_domestic,confirmed,2026-02-11
비바부 잉글리시,Biboboo English,,private_domestic,confirmed,2026-01-28
경원 클래스룸,,양종현,other,confirmed,2026-02-26
,STEAMuP Academy,,private_domestic,confirmed,2026-02-09
레츠비트 AI 우주수호대,,,private_domestic,confirmed,2026-02-25
미래역량 어드벤처,,,private_domestic,confirmed,2026-02-25
공학도서관,GONGDO,,private_domestic,confirmed,2026-02-10
ET-Craft (AI 영어문항 생성기),,,private_domestic,confirmed,2026-02-09
AI 디지털 교육자료 공통수학2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 중학 수학 2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 공통수학1,,,ai_digital_educational_materials,confirmed,2026-01-22
AI 디지털 교육자료 중학 수학 1,,,ai_digital_educational_materials,confirmed,2026-01-22
AI 디지털 교육자료 초등 수학 6-2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 영어 6,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 수학 6-1,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 영어 5,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 수학 5-2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 영어 4,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 수학 5-1,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 공통영어2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 수학 4-2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 영어 3,,,ai_digital_educational_materials,confirmed,2026-01-22
AI 디지털 교육자료 중학 영어 2 이병민,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 수학 3-2,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 중학 영어 2 윤정미,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 초등 수학 4-1,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 중학 영어 1 이병민,,,ai_digital_educational_materials,confirmed,2026-02-03
AI 디지털 교육자료 중학 영어 1 윤정미,,,ai_digital_educational_materials,confirmed,2026-01-22
AI 디지털 교육자료 공통영어1,,,ai_digital_educational_materials,confirmed,2026-01-22
AI 디지털 교육자료 초등 수학 3-1,,,ai_digital_educational_materials,confirmed,2026-01-22
AI 디지털 교육자료 중학 정보,,,ai_digital_educational_materials,confirmed,2026-01-22
포레스트 베이직 심리 검사,,,private_domestic,confirmed,2026-02-13
너도나도,nudonado,,private_domestic,confirmed,2026-02-25
초등 온라인 영어 콘텐츠,,,private_domestic,confirmed,2026-02-02
[YBM] AI 디지털 교육자료 고등 공통영어2(박준언),,,ai_digital_educational_materials,confirmed,2026-01-23
,우리반,,private_domestic,confirmed,2026-01-30
BIKO,BIKO,,private_domestic,confirmed,2026-01-30
한국비버챌린지,Bebras Korea,,private_domestic,confirmed,2026-01-30
코드스타트,CODESTART,전현석,other,confirmed,2026-02-03
리스닝스쿨,Listening School,,private_domestic,confirmed,2026-01-28
송죽학사(GSHS),GSHS,경기과학고등학교,other,confirmed,2026-02-20
진학통/진학사 학생관리프로그램,,,private_domestic,confirmed,2026-02-10
SJCODE(에스제이코드),SJCODE,문광식,other,confirmed,2026-02-10
ClassCEO(클래스CEO),ClassCEO,박준형,other,confirmed,2026-02-04
ClassFin(클래스핀),ClassFin,박준형,other,confirmed,2026-02-04
예스이십사 소장형 전자도서관,,,private_domestic,confirmed,2026-02-05
알콩,Alkong,,private_domestic,confirmed,2026-02-09
씨마스 고등 정보 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
씨마스 중학 정보 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
씨마스 초등 신나는 정보 여행 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
EBSMath 웹사이트 (https://www.ebsmath.co.kr),EBSMath,,public_including_city_province,confirmed,2026-01-26
EBSe 웹사이트 (https://www.ebse.co.kr),,,public_including_city_province,confirmed,2026-01-30
EBS이솦 웹사이트 (https://www.ebssw.kr/),,,public_including_city_province,confirmed,2026-01-30
,,,private_domestic,confirmed,2026-02-09
휴노 스쿨온 표준화심리검사,,,private_domestic,confirmed,2026-02-25
EBS 고교강의 웹사이트 (https://www.ebsi.co.kr),,,public_including_city_province,confirmed,2026-01-26
EBS 북스토리 웹사이트 (https://book.ebs.co.kr),,,public_including_city_province,confirmed,2026-01-26
모두의땅 - 대한민국 땅값지도,,,private_domestic,confirmed,2026-02-25
바른한글(구)한국어 맞춤법/문법 검사기,Korean speller/grammar checker,,private_domestic,confirmed,2026-02-25
메디세스,MEDiSes,,private_domestic,confirmed,2026-02-25
비상교육 AI 디지털 교육자료 고등 공통영어 2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 고등 공통영어 1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 고등 공통수학 2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 고등 공통수학 1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 중학 영어 2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 중학 영어 1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 중학 수학 2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 중학 수학 1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 영어 6,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 영어 5,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 6-2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 6-1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 5-2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 5-1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 4-2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 4-1,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 3-2,,,ai_digital_educational_materials,confirmed,2026-01-29
비상교육 AI 디지털 교육자료 초등 수학 3-1,,,ai_digital_educational_materials,confirmed,2026-01-23
피치서가ai,,,private_domestic,confirmed,2026-02-25
,Hexaworld Edu,,private_domestic,confirmed,2026-01-29
ALC 학습분석 시스템,,,private_domestic,confirmed,2026-02-10
다이어트카메라,Dietcamera,,private_domestic,confirmed,2026-02-25
스쿨네이처링,,,private_domestic,confirmed,2026-02-10
Toonita Video,Toonita Video,Aleksandar Milosavljevic PR IGNITE.RS,private_foreign,confirmed,2026-02-25
Toonita,Toonita,Aleksandar Milosavljevic PR IGNITE.RS,private_foreign,confirmed,2026-02-25
EBS AI 단추플러스 (https://ai-plus.ebs.co.kr),EBS AI DANCHOO+,,public_including_city_province,confirmed,2026-01-28
엔이타임즈 영자신문 코스웨어,NE Times,,private_domestic,confirmed,2026-01-29
메타스포츠 SCHOOL - 온라인체육교실,,,private_domestic,confirmed,2026-02-25
,Pulleymath,,private_domestic,confirmed,2026-01-29
arkain,Arkain,,private_domestic,confirmed,2026-02-03
devth,devth,,private_domestic,confirmed,2026-02-03
,QuizN,,private_domestic,confirmed,2026-01-23
,ClassSync,,private_domestic,confirmed,2026-01-22
이브스의 위기생명 상담소,Animal in Danger,,private_domestic,confirmed,2026-02-24
AR 빛 실험실,,,private_domestic,confirmed,2026-02-24
인공지능 맞춤형 교수학습 플랫폼(11개 시도교육청 공동 구축),AIEP,,public_including_city_province,confirmed,2026-01-26
강원아이로,AI-ro,,public_including_city_province,confirmed,2026-01-23
티로,Tiro,,private_domestic,confirmed,2026-02-24
고등학교 공통영어1 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
고등학교 공통영어2 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 6학년 2학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 6학년 1학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 5학년 2학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 5학년 1학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
초등학교 4학년 2학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 4학년 1학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 3학년 2학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
초등학교 3학년 1학기 수학 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
중학교 수학 2 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
중학교 수학 1 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
중학교 영어 2 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
중학교 영어 1 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
고등학교 공통수학2 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-28
고등학교 공통수학1 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-22
엘리프,Elif,,private_domestic,confirmed,2026-02-24
학교체육포털,,,private_domestic,confirmed,2026-02-24
학교스포츠클럽포털,,,private_domestic,confirmed,2026-02-23
인천사이버진로교육원,,,public_including_city_province,confirmed,2026-01-27
EBS 장애인 서비스 (https://www.ebs.co.kr/free),,,public_including_city_province,confirmed,2026-01-30
EBS 중학 프리미엄 웹사이트 (https://mid.ebs.co.kr),,,public_including_city_province,confirmed,2026-01-26
EBS 중학ㆍ중학 프리미엄 (APP 서비스),,,public_including_city_province,confirmed,2026-01-26
웨일 스페이스,Whalespace,,private_domestic,confirmed,2026-01-22
온라인 수강 신청,,,private_domestic,confirmed,2026-02-09
BLjung 성적처리,,,private_domestic,confirmed,2026-02-09
BLhigh 성적처리,,,private_domestic,confirmed,2026-02-09
BLSN 수능모의고사,,,private_domestic,confirmed,2026-02-09
SDP스쿨솔루션,,,private_domestic,confirmed,2026-02-09
,Aible,,private_domestic,confirmed,2026-01-30
,AiON,,private_domestic,confirmed,2026-01-30
모아이,moAI,,private_domestic,confirmed,2026-01-30
이지펜(ezpen),ezpen,,private_domestic,confirmed,2026-02-23
기숙사 관리 프로그램,,,private_domestic,confirmed,2026-02-09
플랫코,FlatCo,,private_domestic,confirmed,2026-01-30
따능AI,warmtalentAI,,private_domestic,confirmed,2026-02-12
점프투게더,JUMPTOGETHER,최형우,other,confirmed,2026-02-24
독서화랑 클래스,,,private_domestic,confirmed,2026-01-27
웍스AI,,,private_domestic,confirmed,2026-02-24
,,,private_domestic,confirmed,2026-01-26
보건일지,,,private_domestic,confirmed,2026-02-13
,gomplayer+ biz,,private_domestic,confirmed,2026-02-11
세특업무 솔루션/세특라이트,stlite,,private_domestic,confirmed,2026-02-13
,gompic biz,,private_domestic,confirmed,2026-02-11
,gomcam biz,,private_domestic,confirmed,2026-02-11
진로진학 솔루션/웨이메이커,WAYMAKER,,private_domestic,confirmed,2026-02-13
우리반클루,uribanclue,우리반클루,other,confirmed,2026-02-24
,,,private_domestic,confirmed,2026-02-05
,gommix biz,,private_domestic,confirmed,2026-01-23
북토비 소장형 전자도서관,,,private_domestic,confirmed,2026-02-24
학내망 스마트 채점,SDP,,private_domestic,confirmed,2026-02-05
,CopyKiller School,,private_domestic,confirmed,2026-02-02
,monsterT,,private_domestic,confirmed,2026-02-02
,CopyKiller,,private_domestic,confirmed,2026-02-02
,,,private_domestic,confirmed,2026-02-02
대학입학정보프로그램 유니브,UNIV,,private_domestic,confirmed,2026-02-05
코디마스터 자유학기제관리시스템,,,private_domestic,confirmed,2026-02-09
코디마스터 NFC출석체크,,,private_domestic,confirmed,2026-02-09
코디마스터 방과후관리시스템,,,private_domestic,confirmed,2026-02-09
이석찬,e-seokchan,이상찬,other,confirmed,2026-02-24
soopeh(수페),soopeh,황효진,other,confirmed,2026-02-24
주미 AI / 주미 AI 앱,Zumi AI Zumi AI App,,private_domestic,confirmed,2026-02-03
주미 AI / 주미 AI 스크래치,Zumi AI / Zumi AI Scratch,,private_domestic,confirmed,2026-02-03
AI Tutor,AI Tutor,김동진,other,confirmed,2026-02-23
코드론 / 블록클리,Codrone / Blockly,,private_domestic,confirmed,2026-02-03
주미 미니 / 주미 미니 앱,Zumi Mini / Zumi Mini App,,private_domestic,confirmed,2026-02-03
코드론 / 로킷 브릭,Codrone / Rokit Brick,,private_domestic,confirmed,2026-02-03
리딩해빗,reading habit,,private_domestic,confirmed,2026-02-23
,VIBEON T,,private_domestic,confirmed,2026-02-23
,Focuspang AI,,private_domestic,confirmed,2026-02-02
RealLives Simulation Game,RealLives Simulation Game,RealLives Foundation,private_foreign,confirmed,2026-02-23
ESharePro,ESharePro,"EShare Technology Co., Ltd.",private_foreign,confirmed,2026-02-23
스마트 잔반관리 시스템,Smart Waste Management System,,private_domestic,confirmed,2026-02-12
지니키즈,Genikids,,private_domestic,confirmed,2026-02-10
지니스쿨,Genischool,,private_domestic,confirmed,2026-02-10
DBpia AI,DBpia AI,,private_domestic,confirmed,2026-02-04
디비피아,DBpia,,private_domestic,confirmed,2026-02-04
KRpia,KRpia,,private_domestic,confirmed,2026-02-04
(주)아침나라 교과서 학습자료,,,private_domestic,confirmed,2026-02-23
민트,m.in.t,,private_domestic,improvement_requested,2026-02-23
뤼튼,Wrtn,,private_domestic,confirmed,2026-02-02
프로토파이,ProtoPie,,private_domestic,improvement_requested,2026-02-23
스팀컵,STEAMCUP,,private_domestic,confirmed,2026-02-23
,Talkyland,,private_domestic,confirmed,2026-01-29
프랙토피아,,,private_domestic,confirmed,2026-02-23
엔트리,entry,,private_domestic,confirmed,2026-01-29
워크온,walkon,,private_domestic,confirmed,2026-02-09
두피디아,doopedia,,private_domestic,confirmed,2026-01-30
학교랑톡,,,private_domestic,confirmed,2026-02-23
,,,private_domestic,confirmed,2026-01-23
KISS,KISS,,private_domestic,confirmed,2026-02-20
,Plang School,,private_domestic,confirmed,2026-02-20
선일 e-학생증,,,private_domestic,confirmed,2026-02-20
하이러닝 스마트리영어,,,private_domestic,confirmed,2026-02-20
,Wowideas,,private_domestic,confirmed,2026-01-22
,Science Artisan+  Teacher's Web,,private_domestic,confirmed,2026-02-19
아이봄,i-bom,,private_domestic,confirmed,2026-02-19
그림한글 받아쓰기,,,private_domestic,confirmed,2026-02-08
스쿨북스,SCHOOLBOOKS,,private_domestic,confirmed,2026-02-19
CPR Plus,,,private_domestic,confirmed,2026-02-13
투게더알리미,,,private_domestic,confirmed,2026-02-19
SOAK@home (쏙앳홈),SOAK@home,,private_domestic,confirmed,2026-02-18
,Argong,,private_domestic,confirmed,2026-01-27
LingoClip,LingoClip,LyricsTraining.com,private_foreign,confirmed,2026-02-13
LyricsTraining,LyricsTraining,LyricsTraining.com,private_foreign,confirmed,2026-02-13
Generation Genius,Generation Genius,"Generation Genius, Inc.",private_foreign,confirmed,2026-02-13
"Discovery Education Experience, Science Techbook, Pivot Interactives, Reading Plus","Discovery Education Experience, Science Techbook, Pivot Interactives, Reading Plus",Discovery Education,private_foreign,confirmed,2026-02-13
Mystery Science,Mystery Science,Discovery Education,private_foreign,confirmed,2026-02-13
KB국민은행 KB굿잡 창구사무 전산실습 프로그램,,,private_domestic,confirmed,2026-02-13
Science# for Windows,,,private_domestic,confirmed,2026-02-04
Science# for web,,,private_domestic,confirmed,2026-02-04
Science# for Android,,,private_domestic,confirmed,2026-02-04
Science# for iOS,,,private_domestic,confirmed,2026-02-04
핑퐁로봇 스크래치앱,,,private_domestic,confirmed,2026-01-31
핑퐁로봇 스크래치 3.0 (PC용),,,private_domestic,confirmed,2026-01-31
핑퐁로봇 Abled pingpong 앱,,,private_domestic,confirmed,2026-01-31
핑퐁로봇 그룹위저드앱,,,private_domestic,confirmed,2026-01-31
핑퐁로봇 M코딩앱,,,private_domestic,confirmed,2026-01-31
핑퐁로봇 앱,,,private_domestic,confirmed,2026-01-31
핑퐁로봇 V코딩앱,,,private_domestic,confirmed,2026-01-31
이주배경학생 리드포스쿨,,,private_domestic,confirmed,2026-01-29
허밍블럭스,Humming blocks,,private_domestic,confirmed,2026-02-13
"구글 추가 서비스 (구글 맵, 유튜브, 어스, 아트앤컬쳐 등)",Google Additional Services,,private_foreign,confirmed,2026-02-13
의사랑,,,private_domestic,confirmed,2026-02-13
인천직업계고.kr,,,public_including_city_province,confirmed,2026-02-12
브루,Vrew,,private_domestic,confirmed,2026-01-26
교보문고 소장형 전자도서관,,,private_domestic,confirmed,2026-02-04
책열매(책으로 열리는 매일),,,public_including_city_province,confirmed,2026-01-26
Twinkl.co.uk,,Twinkl Ltd,private_foreign,confirmed,2026-02-12
SMILE (Stanford Mobile Inquiry-based Lerning Environment),,Seeds of Empowerment,private_foreign,confirmed,2026-02-12
,,,private_domestic,confirmed,2026-01-27
재무빅데이터분석사(FDA) 자격시험,,,private_domestic,confirmed,2026-02-12
Alphalyzer(알파라이저),,,private_domestic,confirmed,2026-02-12
비봇 Bee-Bot,Bee-Bot,,private_foreign,confirmed,2026-02-12
이엠클래스,EM Class,,private_domestic,improvement_requested,2026-02-12
국가기초학력지원포털,,,public_including_city_province,confirmed,2026-02-03
"라이키 프로젝트(마음보호훈련, 마음보호대탐험)",,,private_domestic,confirmed,2026-02-12
한국공인회계사회 AT자격시험,,,private_domestic,confirmed,2026-02-12
아이캔노트,,,private_domestic,confirmed,2026-02-11
아이캔스크린,,,private_domestic,confirmed,2026-02-11
CodeHub(코드헙),CodeHub,이청현,other,confirmed,2026-02-12
,,,private_domestic,confirmed,2026-02-04
,,,private_domestic,confirmed,2026-02-04
해냄에듀,,,private_domestic,confirmed,2026-02-12
,READINGGATE,,private_domestic,confirmed,2026-01-28
,JAJAK JAJAK,,private_domestic,confirmed,2026-01-23
3DWOX Desktop,3Dwox Desktop,,private_domestic,confirmed,2026-02-11
아이스크림S,i-Scream,,private_domestic,confirmed,2026-01-23
어울림,,,private_domestic,confirmed,2026-02-11
웰리미 한글 진단 검사,,,private_domestic,confirmed,2026-02-11
CLIP STUDIO PAINT,,"CELSYS, Inc.",private_foreign,confirmed,2026-02-11
Craft Docs,,Craft Docs Ltd.,private_foreign,confirmed,2026-02-11
Jamovi Desktop,,The Jamovi Project Pty Ltd,private_foreign,confirmed,2026-02-11
ManageBac+,,ManageBac LLC,private_foreign,confirmed,2026-02-11
mBlock STEAM Education Platform (mBlock5 / mBlock Web),,Makeblock Europe B.V.,private_foreign,confirmed,2026-02-11
열린교문 사이트 내 교수학습 자료,,,private_domestic,confirmed,2026-02-11
"Compute it, Little Dot Adventure, Silent Teacher",,Toxicode,private_foreign,confirmed,2026-02-11
VidAnalysis / VidAnalysis Pro,,tsaedek (Richard Sadek),private_foreign,confirmed,2026-02-11
자바실험실,Javalab,,private_domestic,confirmed,2026-02-11
Maxon One Classroom License,,,private_foreign,confirmed,2026-02-11
GX-WORKS 3,GX-WORKS 3,,private_foreign,confirmed,2026-02-11
Vernier Graphical Analysis,Vernier Graphical Analysis,,private_foreign,confirmed,2026-02-10
MR Configurator2,MR Configurator2,,private_foreign,confirmed,2026-02-11
GT_DESIGNER3,GT_DESIGNER3,,private_foreign,confirmed,2026-02-11
GX-WORKS 2,GX-WORKS 2,,private_foreign,confirmed,2026-02-11
,ClassBoard,,private_domestic,confirmed,2026-01-27
,ClassLink,,private_domestic,confirmed,2026-01-27
클래스핑퐁,ClassPingPong,,private_domestic,confirmed,2026-01-27
,,,private_domestic,confirmed,2026-01-29
CIMCO EDIT / NC코드 검증용,,,private_foreign,confirmed,2026-02-11
EdgeCAM / CAM소프트웨어,,,private_foreign,confirmed,2026-02-11
에코빌리지,,,private_domestic,confirmed,2026-02-11
에코조이,ecojoy,,private_domestic,confirmed,2026-02-11
아이캔줌잇,,,private_domestic,confirmed,2026-02-11
스쿨프렌즈,,,private_domestic,confirmed,2026-02-11
SMART EDU,,,private_domestic,confirmed,2026-02-11
DST(식생활 스크리닝 검사),,,private_domestic,confirmed,2026-02-11
디지털 교수학습자료,,,private_domestic,confirmed,2026-02-11
토파스 셀커넥트 교육용 시스템,TOPAS SellConnect(TSC) 교육용 시스템,,private_domestic,confirmed,2026-02-11
AR태양계행성학습카드 / 미래과학 AR,,,private_domestic,confirmed,2026-02-10
화학반응AR카드(화학반응식) / 화학반응 AR,,,private_domestic,confirmed,2026-02-10
식물카드 / 미래과학 AR,,,private_domestic,confirmed,2026-02-10
동물카드 / 미래과학 AR,,,private_domestic,confirmed,2026-02-10
에듀칩(EDUCHIP),EDUCHIP,유인근,other,confirmed,2026-02-11
미주 AI,Mizou AI,,private_foreign,confirmed,2026-02-10
다배움교실,,,public_including_city_province,confirmed,2026-02-10
학생참여중심수업,,,public_including_city_province,confirmed,2026-02-10
초등연구학교상설전시관,,,public_including_city_province,confirmed,2026-02-10
울산아이꿈터,,,public_including_city_province,confirmed,2026-02-10
다듣영어+,,,public_including_city_province,confirmed,2026-02-10
puple(퍼플),puple,황효진,other,confirmed,2026-02-10
스마트 칭찬 기록판,,조광근,other,confirmed,2026-02-05
동영상편집프로그램 - 뱁믹스2,VapMix2,,private_domestic,confirmed,2026-02-10
K-공학스쿨,,,private_domestic,confirmed,2026-02-09
클래스5,,,private_domestic,confirmed,2026-02-10
스파크뷰,,,private_foreign,confirmed,2026-02-10
모아 학급회의,,,private_domestic,confirmed,2026-02-10
쌤공,ssemgong,강동원,other,confirmed,2026-02-10
니어팟(nearpod),nearpod,,private_foreign,confirmed,2026-02-10
,,,private_domestic,confirmed,2026-02-10
"길벗교과서 / 교수학습자료, 전자저작물",,,private_domestic,confirmed,2026-02-10
꿈多이음 다문화 학생들의 꿈을 이어주는 진로 플랫폼,,,private_domestic,confirmed,2026-01-29
기후행동1.5℃,,,public_including_city_province,confirmed,2026-02-10
Abled PingPong Robot,,,private_domestic,confirmed,2026-01-27
,AI PLEDO,,private_domestic,confirmed,2026-02-09
SELUP(셀럽),SELUP,오보람,other,confirmed,2026-02-09
학생선수 e-School 온라인 학습지원 플랫폼,,,public_including_city_province,confirmed,2026-02-09
교사용 E-BOOK,,,private_domestic,confirmed,2026-02-09
첵스쿨(첵스-쿨),checks-cool,첵스쿨,other,confirmed,2026-02-09
MARU(마루),MARU,한지호,other,confirmed,2026-02-09
BFStudy(비에프스터디),BFStudy,박종화,other,confirmed,2026-02-09
"구글 워크스페이스 포 에듀케이션 플러스, 제미나이, 구글 클래스룸 등 (구글 워크스페이스 핵심 서비스)","Google Workspace for Education (Plus), Gemini, Google Classroom",,private_foreign,confirmed,2026-01-26
서울특별시교육청전자도서관,,,public_including_city_province,confirmed,2026-02-09
AI 디지털 교육자료 중학 수학2,,,ai_digital_educational_materials,confirmed,2026-01-28
AI 디지털 교육자료 중학 수학1,,,ai_digital_educational_materials,confirmed,2026-01-22
두루책방,,,private_domestic,confirmed,2026-02-09
School AI,School AI,,public_including_city_province,confirmed,2026-02-06
코디플레이,CodiPlay,,private_domestic,improvement_requested,2026-02-08
,M-teacher,,private_domestic,confirmed,2026-01-30
알버트 AI,,,private_domestic,confirmed,2026-02-06
셀프뷰(SelfView),SelfView,,private_domestic,confirmed,2026-02-06
스쿨마스터,,,private_domestic,confirmed,2026-02-06
,,,private_domestic,confirmed,2026-02-06
,Schoolflat,,private_domestic,confirmed,2026-01-26
하이에듀(Hiedu),,,private_domestic,confirmed,2026-02-05
고교학점제학사관리프로그램,,,private_domestic,confirmed,2026-02-04
NEW sPLUS(더존 Smart A),,,private_domestic,confirmed,2026-02-06
더존 Smart A(iPLUS),,,private_domestic,confirmed,2026-02-06
디지털지식마루,,,public_including_city_province,confirmed,2026-02-05
닥줌 라이브캡션,DocZoom Live Caption,,private_domestic,confirmed,2026-02-05
미래엔 AI·디지털 교육자료 (초등 영어 3),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 영어 4),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 영어 5),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 영어 6),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 6-2),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 6-1),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 5-2),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 5-1),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 4-2),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 4-1),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (초등 수학 3-2),,,ai_digital_educational_materials,confirmed,2026-01-22
