회계연도,기관명,계약명,계약일,계약금액,계약방법,키워드
2024,광주제일고등학교,2024학년도 교과용 도서 대금(미래엔) 최종 정산,2024-03-26,4271080,1인수의,미래엔
2024,광주고등학교,2024학년도 교과서 (미래엔) 2차 정산금 지급,2024-03-20,2017530,1인수의,미래엔
2025,고실중학교,2025학년도 교사용 지도서(미래엔 외) 구입비 지출,2025-03-31,2995060,1인수의,미래엔
2025,전남공업고등학교,"2025학년도 학생용 교과용 도서 공급업1체 대금 지급(미래엔, 골든벨)",2025-04-01,11925500,1인수의,미래엔
2025,서강고등학교,교사용 지도서 및 교과서 구입(미래엔),2025-03-28,2530090,1인수의,미래엔
2025,광주여자고등학교,2025학년도 학생용 교과서 대금 2차 정산(학생용 미래엔 교과서),2025-03-27,18687790,1인수의,미래엔
2025,광주전자공업고등학교,2025학년도 학생 교과용도서 2차(미래엔) 정산 대금 지급,2025-03-21,5047380,1인수의,미래엔
2025,호남삼육중학교,교육용 미리캔버스 PRO 구입,2025-04-14,2038320,1인수의,미리캔버스
2023,영천초등학교,(S2B) 디지털 선도학교 운영 물품(밀크T) 구매 전자계약 체결,2023-09-22,21840000,1인수의,밀크T
2021,산월초등학교,2022학년도 1학기 배움공책 제작,2022-02-21,1496440,1인수의,배움공책
2022,광주동운초등학교,2023학년도 1학기 배움공책 제본비 지출,2023-02-21,1230000,1인수의,배움공책
2022,산월초등학교,2023학년도 1학기 배움공책 제작,2023-02-23,1536260,1인수의,배움공책
2022,광주방림초등학교,[S2B]2022학년도 2학기 학년별 배움공책 및 씨앗학습 제작 구입,2022-07-18,3400000,1인수의,배움공책
2022,산월초등학교,2022학년도 2학기 배움공책 제작,2022-07-18,1001440,1인수의,배움공책
2022,광주효덕초등학교,2022학년도 배움공책 인쇄 제작,2022-03-07,4972000,1인수의,배움공책
2022,광주방림초등학교,[S2B]2022학년도 1학기 씨앗학습 및 배움공책 학습장 제작 구입,2022-03-07,3746450,1인수의,배움공책
2022,문흥중앙초등학교,"2022학년도 문흥중앙 배움공책(2,4,6학년) 제작비 지급",2022-03-08,1107500,1인수의,배움공책
2023,산월초등학교,2024학년도 1학기 배움공책 제작,2024-02-21,1522180,1인수의,배움공책
2023,광주동운초등학교,2023학년도 2학기 배움공책 복사 및 제본,2023-07-25,1200000,1인수의,배움공책
2023,광주방림초등학교,2023학년도 2학기 씨앗학습 및 배움공책 제작,2023-07-10,3778660,1인수의,배움공책
2023,대반초등학교,"(카드) 연구학교 운영 물품 (배움공책, 라벨지, 시트지) 구입비 지출",2023-04-11,1063640,1인수의,배움공책
2023,광주효덕초등학교,(S2B) 2023학년도 배움공책 제작,2023-03-08,5392500,1인수의,배움공책
2023,문흥중앙초등학교,2023학년도 문흥중앙 배움공책 제작(1~6학년) 구입비 지급,2023-03-17,1842100,1인수의,배움공책
2023,광주방림초등학교,2023학년도 1학기 학년별 배움공책 학습장 제작 구입,2023-03-03,2759200,1인수의,배움공책
2024,산월초등학교,2025학년도 1학기 배움공책 제작,2025-01-07,1131680,1인수의,배움공책
2024,광주방림초등학교,2024학년도 2학기 학년별 배움공책 학습장 제작,2024-07-26,2908420,1인수의,배움공책
2024,문흥중앙초등학교,2024학년도 문흥중앙 배움공책 제작(2~6학년),2024-03-18,1377500,1인수의,배움공책
2024,광주방림초등학교,2024학년도 1학기 씨앗학습 및 배움공책 제작,2024-03-11,3387250,1인수의,배움공책
2025,광주봉주초등학교,2학기 씨앗학습 및 배움공책 복사 제본비,2025-08-29,1372500,1인수의,배움공책
2025,광주방림초등학교,2025학년도 2학기 학년별 배움공책 학습장 제작,2025-07-22,2732160,1인수의,배움공책
2025,문흥중앙초등학교,2025학년도 배움공책 제작,2025-03-19,1280400,1인수의,배움공책
2025,광주봉주초등학교,씨앗학습 및 배움공책 복사 제본비,2025-03-11,1849900,1인수의,배움공책
2025,광주방림초등학교,2025학년도 1학기 학년별 배움공책 학습장 제작,2025-03-05,2650650,1인수의,배움공책
2023,유촌초등학교,[카드] 도서(북적북적 북잔치) 및 우리 농산물 나눔 학부모회 활동 관련 물품 구입,2023-10-31,1033080,1인수의,북적북적
2025,금구초등학교,북적북적 독서행사 물품 구입,2025-09-25,2353960,1인수의,북적북적
2021,국제고등학교,(블루투스스피커외 4종)고교학점제 관련 기자재 구입,2022-02-07,8124800,2인이상수의,블루투스스피커
2022,하남중앙초등학교,2022학년도 제33회 졸업식 필요 물품(블루투스스피커) 구입(S2B),2022-12-13,1005000,1인수의,블루투스스피커
2022,대광여자고등학교,교과교실제 관련 수업교구(블루투스스피커체험키트) 구매,2022-10-18,1120000,1인수의,블루투스스피커
2025,지산중학교,2025학년도 자치학교 운영 물품(블루투스스피커) 구입[밴드부보관운영],2025-06-16,1600000,1인수의,블루투스스피커
2021,지산중학교,각종 학교 행사 운영 물품(비누) 구입,2022-02-18,1200000,1인수의,비누
2021,진제초등학교,[카드/중증장애인]각종 소모품 복사용지(A4)외4종 및 화장실 세면대용 물비누 구입,2022-02-18,1916800,1인수의,비누
2021,송정초등학교,화장실 물비누 교체용 리필용 구입 지출,2022-02-21,1320000,1인수의,비누
2021,광주광역시교육연수원,2021년 연수운영자 역량강화 직무연수 5기 운영물품(친환경 비누 재료) 구입,2021-12-17,8400000,1인수의,비누
2022,금당초등학교,(s2b)화장실 운영 소모품(물비누외 4종) 구입,2023-02-17,2694500,1인수의,비누
2022,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 45종) 구입,2023-02-08,3892500,1인수의,비누
2022,건국유치원,[카드]2022학년도 졸업식 및 수료식 물품(비누 꽃다발외 2종) 구입비,2022-12-27,2460000,1인수의,비누
2022,새별초등학교,2022년 12월 식생활관 소모품(강청가루비누 외48종) 구입,2022-12-22,3519800,1인수의,비누
2022,예향유치원,2022학년도 수료 및 졸업 자료(비누꽃다발) 구입,2022-11-18,1080000,1인수의,비누
2022,빛고을초등학교,2022학년도 교직원 체험연수 물품(비누공예) 구입,2022-11-09,1050000,1인수의,비누
2022,광주문화초등학교,2022학년도 5학년 교내문화예술 체험(천연비누 만들기) 활동비 지급,2022-11-18,1176000,1인수의,비누
2022,대자중학교,2022학년도 교육복지우선지원사업 전교직원 교육복지 연수 천연비누만들기 재료 구입,2022-11-11,1352000,1인수의,비누
2022,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 26종) 구입,2022-11-04,2075900,1인수의,비누
2022,새별초등학교,화장실 위생용품(물비누 외1종) 구입,2022-10-25,1029000,1인수의,비누
2022,정덕유치원,2022학년도 10월 꿈자람 하리보 비누만들기(찾아오는 현장학습)체험비 지출,2022-10-20,1236000,1인수의,비누
2022,진남초등학교,물비누외 구입,2022-09-16,1033000,1인수의,비누
2022,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 20종) 구입,2022-09-13,1335800,1인수의,비누
2022,효천다솜유치원,2022학년도 1학기 수박비누 만들기 체험비 지급,2022-08-22,2868000,1인수의,비누
2022,수완초등학교,신관 유리창 썬팅 및 세면대 비누 홀더 구입비,2022-07-28,1440000,1인수의,비누
2022,광주전자공업고등학교,[카드][직업계고 학점제 교육과정 운영] 에너지환경과 프로젝트동아리(비누포유)운영 재료 구,2022-07-14,1598800,1인수의,비누
2022,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 33종) 구입,2022-06-24,2185500,1인수의,비누
2022,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 23종) 구입,2022-05-04,1656600,1인수의,비누
2022,예향유치원,4월 찾아오는 체험활동(비누클레이)비 지급,2022-04-13,1284000,1인수의,비누
2022,선창초등학교,빛고을혁신학교 6학년 교육과정 운영 소모품 구입(천연비누만들기 체험),2022-04-08,1780000,1인수의,비누
2023,건국유치원,[카드] 2023학년도 졸업식 및 수료식 물품(킨더조이 비누 꽃다발) 구입,2023-12-27,2360000,1인수의,비누
2023,신창중학교,"교내 진로체험(비누만들기, 향수체험) 실시",2024-01-02,1000000,1인수의,비누
2023,유안초등학교,복사용지 및 물비누 구입비,2023-11-21,1789000,1인수의,비누
2023,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 27종) 구입,2023-11-06,1592800,1인수의,비누
2023,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 28종) 구입,2023-09-12,1723600,1인수의,비누
2023,광주선명학교,[고교학점제] 2023 고교학점제 운영 관련 교육 재료 및 물품 구입(비누 포장 키트 외),2023-09-05,1150000,1인수의,비누
2023,광주대성초등학교,화장실 액체비누 및 용기 구입,2023-08-23,1562000,1인수의,비누
2023,화운유치원,학부모회 워크숍(수제비누 만들기) 재료 구입,2023-07-14,1280000,1인수의,비누
2023,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 20종) 구입,2023-07-03,1121000,1인수의,비누
2023,연제초등학교,(S2B) 식생활관 6월 소모품 고체비누외 21종 구입,2023-06-07,1822600,1인수의,비누
2023,한울초등학교,4학년 기후환경 및 생태보호 프로그램 체험비(비누 만들기),2023-06-07,1960000,1인수의,비누
2023,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 24종) 구입,2023-05-03,1559800,1인수의,비누
2024,금당초등학교,[S2B]화장실 운영 소모품(물비누 외 3종) 구입,2025-02-06,1645800,1인수의,비누
2024,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 34종) 구입,2025-01-13,3037300,1인수의,비누
2024,예향유치원,수료 및 졸업식선물(비누 꽃다발) 구입비 지출,2024-11-27,1045000,1인수의,비누
2024,광주대성초등학교,화장실 위생용품(롤화장지 및 액체비누) 구입,2024-12-12,1064800,1인수의,비누
2024,마재초등학교,화장실 위생용품(물비누등) 구입,2024-12-02,2239900,1인수의,비누
2024,고려고등학교,기후위기 대응 환경교육 자료(친환경 수제 지구 비누 만들기) 구입,2024-11-21,1500000,1인수의,비누
2024,정덕유치원,24학년도 7월 방과후 과정 바다비누 만들기 체험(찾아오는 현장학습)비 지출,2024-07-25,1230000,1인수의,비누
2024,봉산유치원,2024학년도 자치학교 찾아오는 체험학습비(천연 비누 만들기) 지출,2024-07-15,1260000,1인수의,비누
2024,선창초등학교,2024학년도 빛고을 혁신학교 4학년 교육과정 운영물품(친환경EM비누만들기재료) 구입,2024-07-10,1148000,1인수의,비누
2024,어룡초등학교,식생활교육관 소모품(주방용 가루비누 외 34종) 구입 요청,2024-06-17,3729650,1인수의,비누
2024,효천초등학교,4학년 자치학교마을공동체프로그램[주방비누만들기]강사비지출,2024-06-12,1600000,1인수의,비누
2024,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 30종) 구입,2024-06-04,1740000,1인수의,비누
2024,염주초등학교,(S2B)식생활관 소모품(주방가루비누 외 29종) 구입,2024-03-22,1465250,1인수의,비누
2024,선예학교,화장실 위생용품(비누외2종) 구입,2024-03-15,1617000,1인수의,비누
2024,문흥초등학교,화장실 관리 용품(물비누케이스 외 5종) 구입,2024-03-05,1195000,1인수의,비누
2025,광주월산초등학교,식생활관 소모품(비누 등 17종) 구매,2026-02-11,1953000,1인수의,비누
2025,정덕유치원,2025학년도 겨울방학 중 2월 찾아오는 체험학습 복 비누 만들기 지출,2026-02-05,1540000,1인수의,비누
2025,광주자연과학고등학교,[카드] 2025학년도 교육활동 보호 학교문화 조성 지원 사업 힐링프로그램(천연비누만들기,2025-12-31,1140000,1인수의,비누
2025,예향유치원,2025학년도 유치원 수료 및 졸업식 선물(비누 꽃다발) 구입비 지급,2025-12-08,1183000,1인수의,비누
2025,양지초등학교,(카드) 2025학년도 4학년 자치학교 프로그램 운영 물품(비누 만들기 키트 등) 구입비,2025-11-05,1240000,1인수의,비누
2025,장덕초등학교,5학년 기후위기 비상행동 실천단 비누만들기 교내체험학습 체험비 지출,2025-10-27,1232000,1인수의,비누
2025,광주광역시교육청학생독립운동기념회관,[원인행위] 2025년도 평생교육프로그램 운영물품 구입(반죽비누 외),2025-08-25,1000000,1인수의,비누
2025,광주동신중학교,화장실 위생용품 구입(거품비누액 외 5종),2025-09-02,1321000,1인수의,비누
2025,새별초등학교,"[S2B] 교내 화장실 물비누,화장지 구입비 지급",2025-07-03,1188000,1인수의,비누
2025,새미르유치원,역통합활동(비누만들기) 체험비 지출,2025-05-30,1050000,1인수의,비누
2025,유촌초등학교,유초연계 이음학기 체험활동(비누만들기),2025-06-04,1110000,1인수의,비누
2025,광주광역시교육청학생독립운동기념회관,[원인행위] 2025년도 꿈 탐험 체험교실 상반기 운영물품 구입(반죽비누 등),2025-04-03,1000000,1인수의,비누
2025,광주제석초등학교,2025학년도 5학년 1학기 교내 체험학습비 지급(비누만들기),2025-04-02,1269000,1인수의,비누
2022,비아고등학교,2022학년도 고교학점제 선도학교 수업 지원(전체교과) 교구 구입 요청(스마트모빌리티키트),2022-12-29,2355000,1인수의,스마트모빌리티키트
2024,광주체육고등학교,[교육청2차특별훈련비/운동부/S2B] 2024학년도 스포츠과학 훈련용품(스마트밸런스 트레드,2024-11-26,20000000,1인수의,스마트밸런스
2025,성덕중학교,[G2B]건강 증진(불균형 체형 예방) 진단기구(스마트밸런스) 조달 구입,2025-06-23,19092340,1인수의,스마트밸런스
2025,광주양산초등학교,건강증진 진단기구(스마트밸런스) 구입(G2B),2025-04-21,19082080,1인수의,스마트밸런스
2023,건국초등학교,5학년 혁신학교 학급특색교육 교육활동 운영 물품구입(스콜라스 만공한국사 뜯어만드는 세상 키,2023-10-18,1615910,1인수의,스콜라
2022,진제초등학교,[카드]2022 2학년 교육과정 운영물품(세계나라스크래치외32종) 구입,2022-10-27,1369530,1인수의,스크래치
2023,신창초등학교,(카드)2023학년도 1~6학년 창의적체험학습 동아리 운영물품(스크래치페이퍼외 67종) 구,2023-03-30,3501070,1인수의,스크래치
2024,광주고등학교,[카드 4249][S2B] 2024 광주 AI/SW 체험 축전 프로그램 운영 물품(스팀컵,2024-05-09,1760000,1인수의,스팀컵
2025,신광중학교,[S2B] 2025 융합교육 활성화 교구(스팀컵 프리미엄) 구입비 지급,2025-06-12,6000000,1인수의,스팀컵
2022,광덕고등학교,학교내 무한상상실 운영을 위한 교구 구입비(스파이크 프라임AI),2022-11-29,1200000,1인수의,스파이크 프라임
2023,동일미래과학고등학교,미래유망분야 고졸인력 양성사업 스파이크 프라임 활용 스마트팩토리 현장맞춤형 교원 직무 연수,2023-12-14,7030000,1인수의,스파이크 프라임
2023,동아여자고등학교,[미래형SW교실]스파이크 프라임 교구 구입,2023-08-21,3450000,1인수의,스파이크 프라임
2023,광주숭일중학교,2023년 미래형 SW교실 운영 내실화를 위한 물품구입 지출(스파이크 프라임 교구),2023-09-04,13000000,1인수의,스파이크 프라임
2023,광주계림초등학교,AI교육 선도학교 및 디지털튜터 운영을 위한 물품 구입(스파이크 프라임),2023-08-01,8680000,1인수의,스파이크 프라임
2023,광주동신중학교,2023 AISW교육 선도학교 물품 스파이크 프라임 구입,2023-07-12,3500000,1인수의,스파이크 프라임
2023,풍암중학교,피지컬 컴퓨팅 교구(스파이크 프라임 코어 세트) 구입비,2023-04-24,2200000,1인수의,스파이크 프라임
2024,계수초등학교,AI·정보교육중심학교 비품 구입(스파이크 프라임 로봇경기장),2024-06-25,1200000,1인수의,스파이크 프라임
2024,광주광역시교육연구정보원,[원인행위] 2024년 디지털문제해결센터 운영 물품(스파이크 프라임 세트) 구입(학교장터,2024-03-29,1898400,1인수의,스파이크 프라임
2025,동일미래과학고등학교,[AIㆍSW학생체험] AI·SW 교육의 날 체험 활동 재료(스파이크 프라임 AI 카메라 키,2025-11-14,1200000,1인수의,스파이크 프라임
2025,첨단중학교,[S2B] 2025년 AI팩토리 운영을 위한 교구(스파이크 프라임) 구입,2025-11-19,1662000,1인수의,스파이크 프라임
2025,신광중학교,[S2B] 2025 융합교육 활성화 교구(스파이크 프라임) 구입비 지급,2025-06-04,17500000,1인수의,스파이크 프라임
2023,대성여자중학교,피지컬컴퓨팅 교구(스파이크프라임 코어세트) 구입,2024-01-09,1740000,1인수의,스파이크프라임
2024,대촌중앙초등학교,2024 AISW 교구 지원사업 교구 구입(스파이크프라임),2024-06-21,3500000,1인수의,스파이크프라임
2025,고실중학교,2025 SW교육 피지컬 컴퓨팅 교구(스파이크프라임) 구입,2025-11-04,1112800,1인수의,스파이크프라임
2022,빛고을초등학교,[조달청] 1학년 교재연구실 복사기(신도리코 전자복사기 1대)구입,2023-01-19,1980000,1인수의,신도리코
2022,고려고등학교,교무실 신도리코 복합기 소모품 구입,2022-07-11,1056180,1인수의,신도리코
2022,문흥중학교,(창체) 진로 표준화 심리 검사비 지급,2022-08-25,1197000,1인수의,심리 검사
2022,운천초등학교,2022학년도 진로심리 검사 시 필요한 검사지 구입,2022-06-07,2662000,1인수의,심리 검사
2022,일곡초등학교,"2022학년도 5,6학년 진로심리 검사지 구입",2022-06-20,1470000,1인수의,심리 검사
2022,월곡초등학교,2022 학생 진로교육 심리 검사비 품의,2022-07-04,6603680,1인수의,심리 검사
2022,효천중학교,2022학년도 2학년 도형 심리 검사 프로그램 활동비 지급,2022-05-11,1188000,1인수의,심리 검사
2022,광주송원초등학교,"2022학년도 3, 4, 5, 6학년 진로 적성 심리 검사비",2022-03-18,1895000,1인수의,심리 검사
2022,전남공업고등학교,2022년 진로 심리 검사비 지출,2022-03-11,1025000,1인수의,심리 검사
2022,광덕중학교,2022학년도 표준화 심리 검사비용 지출,2022-04-27,1841400,1인수의,심리 검사
2022,대성여자고등학교,표준화 심리 검사비 지급,2022-03-29,1789200,1인수의,심리 검사
2022,장덕중학교,2022학년도 표준화심리 검사비 지급,2022-03-18,3172000,1인수의,심리 검사
2022,월봉중학교,2022학년도 학생 진로심리 검사비 지급,2022-03-31,1686300,1인수의,심리 검사
2023,빛고을고등학교,고교학점제 진로 심리 검사 및 해석 강연료 지급(S2B),2023-10-20,5332000,1인수의,심리 검사
2023,일곡초등학교,"2023학년도 5,6학년 진로심리 검사지 구입",2023-06-14,1554000,1인수의,심리 검사
2023,주월중학교,2023학년도 진로 표준화 심리 검사,2023-05-26,1722600,1인수의,심리 검사
2023,광주여자상업고등학교,2023학년도 표준화 심리 검사 비용 지출,2023-05-01,1177280,1인수의,심리 검사
2023,무등중학교,2023학년도 진로심리 검사 실시,2023-03-14,1283700,1인수의,심리 검사
2023,월봉중학교,2023학년도 진로심리 검사비 지출,2023-03-29,1630200,1인수의,심리 검사
2023,신가중학교,2023학년도 진로 표준화 심리 검사 수검,2023-03-20,2518100,1인수의,심리 검사
2023,하남초등학교,2023학년도 5~6학년 진로심리 검사지 구입비 지출,2023-03-15,1415000,1인수의,심리 검사
2024,정광중학교,2024학년도 진로 표준화 심리 검사비 대금 지급,2024-04-01,1653000,1인수의,심리 검사
2024,일곡초등학교,"2024학년도 5,6학년 진로심리 검사지 구입",2024-06-19,1456000,1인수의,심리 검사
2024,진월초등학교,2024학년도 6학년 진로심리 검사 실시,2024-06-13,1008000,1인수의,심리 검사
2024,상무고등학교,2024 진로 표준화 심리 검사지(CMET2 전공계열탐색 검사) 구입,2024-05-17,1070000,1인수의,심리 검사
2024,주월중학교,2024학년도 진로 표준화 심리 검사,2024-06-04,1753500,1인수의,심리 검사
2024,월곡중학교,(S2B) 2024년 진로 표준화심리 검사지 구입,2024-03-19,2444000,1인수의,심리 검사
2024,첨단고등학교,2024학년도 진로 심리 검사비 지출,2024-03-11,3380000,1인수의,심리 검사
2024,전남고등학교,2024학년도 진로 표준화 심리 검사 실시 대금 납부,2024-03-25,2641000,1인수의,심리 검사
2024,월봉중학교,2024학년도 진로 심리 검사 위탁 용역,2024-03-05,1613000,1인수의,심리 검사
2024,신가중학교,2024년도 진로 표준화 심리 검사지 구입,2024-03-20,2704000,1인수의,심리 검사
2024,하남초등학교,2024년 5~6학년 진로심리 검사지 구입비,2024-03-12,1175000,1인수의,심리 검사
2025,평동초등학교,2학기 학교부적응 학생 심리 검사 및 상담 프로그램 지원비 지급,2025-09-25,1000000,1인수의,심리 검사
2025,일곡초등학교,"2025학년도 5,6학년 진로심리 검사지 구입",2025-07-01,1290000,1인수의,심리 검사
2025,선운초등학교,5~6학년 진로 심리 검사 및 검사 결과 활용 교육비 지급,2025-04-28,2807800,1인수의,심리 검사
2025,선창초등학교,"2025학년도 5, 6학년 진로 심리 검사 용역 경비",2025-03-19,1723500,1인수의,심리 검사
2025,전남여자고등학교,"[S2B]1,2,3학년 대상 표준화 진로 심리 검사 실시",2025-03-11,2842500,1인수의,심리 검사
2025,광주고등학교,2025학년도 진로표준화심리 검사지 구입,2025-03-21,1422000,1인수의,심리 검사
2025,광주송원중학교,2025학년도 진로 심리 검사비 지출,2025-03-17,2013000,1인수의,심리 검사
2025,전남고등학교,2025학년도 진로 표준화 심리 검사비 지급,2025-03-21,2043000,1인수의,심리 검사
2025,상무고등학교,2025 진로 표준화 심리 검사지 구입,2025-03-25,1685000,1인수의,심리 검사
2025,신가중학교,2025학년도 진로 표준화 심리 검사 수검비 지급,2025-03-14,2665000,1인수의,심리 검사
2021,광주충장중학교,2021년 전문적 의료서비스 외부기관연계 심리검사비 및 심리정서 미술치료 프로그램 경비,2021-12-17,1200000,1인수의,심리검사
2021,신용초등학교,학급부적응학생 종합심리검사비,2021-12-07,1000000,1인수의,심리검사
2021,건국초등학교,2021학년도 전문적 의료서비스(종합심리검사비) 이용료,2021-11-24,1100000,1인수의,심리검사
2021,선운초등학교,학생상담치료비 종합심리검사비 지급,2021-11-16,1050000,1인수의,심리검사
2022,빛고을초등학교,[학교내 대안교실] 우리 금쪽이 프로그램(심리검사-상담) 검사비 및 상담비 지급 요청,2023-01-02,1200000,1인수의,심리검사
2022,효천중학교,2022학년도 3학년 학년말 진로연계(도형진로 심리검사) 교육과정 운영 관련 지출 요청,2022-12-12,1120000,1인수의,심리검사
2022,성덕중학교,교육복지 관리대상 학생 심리검사 및 상담치료비,2022-09-27,1000000,1인수의,심리검사
2022,오정초등학교,교육복지 사례회의를 통한 심리검사비 지급,2022-11-23,1200000,1인수의,심리검사
2022,광덕중학교,2학기 표준화 심리검사 검사비 지출,2022-11-09,1107000,1인수의,심리검사
2022,광주효광중학교,2022학년도 진로심리검사 프로그램 운영 변경 계약,2022-08-26,2124000,1인수의,심리검사
2022,숭의과학기술고등학교,2022학년도 학점제 운영을 위한 심리검사 용역,2022-09-01,1604000,1인수의,심리검사
2022,고실중학교,2022학년도 표준화심리검사 검사비 지출,2022-08-18,1971000,1인수의,심리검사
2022,조선대학교여자고등학교,"2022학년도 고교학점제 선도학교 1,2학년 표준화 심리검사비용 지출",2022-08-25,2658200,1인수의,심리검사
2022,광주고등학교,2022학년도 고교학점제 운영을 위한 진로표준화 심리검사(와이즈멘토 스쿨멘토링 프로그램),2022-03-17,3900000,1인수의,심리검사
2022,광주공업고등학교,2022학년도 1학년 표준화 심리검사(종합적성검사) 실시,2022-08-18,1868000,1인수의,심리검사
2022,광주공업고등학교,"2022학년도 2,3학년 표준화 심리검사 실시",2022-08-18,1458800,1인수의,심리검사
2022,광주소프트웨어마이스터고등학교,합리적 진로 선택 지원을 위한 직업 심리검사 실시,2022-06-22,1094600,1인수의,심리검사
2022,건국초등학교,[S2B] 2022학년도 5-6학년 진로심리검사 운영,2022-06-27,2604500,1인수의,심리검사
2022,진남중학교,2022 진로심리검사 실시,2022-06-09,1194600,1인수의,심리검사
2022,광주운암초등학교,"2022학년도 표준화심리검사(5,6학년) 비용 지급",2022-06-20,2204300,1인수의,심리검사
2022,고실초등학교,"[원인]2022학년도 5, 6학년 진로적성심리검사지 구입",2022-06-07,3122000,1인수의,심리검사
2022,전남여자상업고등학교,"2022학년도 직업계고 학점제 연구선도학교 1,2 학년 표준화 심리검사 및 해설료 지출",2022-05-25,1772000,1인수의,심리검사
2022,전남고등학교,진로표준화심리검사 전문가 해석강의 프로그램 운영비 지급,2022-05-06,1040000,1인수의,심리검사
2022,대반초등학교,2022학년도 1학기 심리검사지 구입,2022-05-13,1000000,1인수의,심리검사
2022,선운중학교,학생 심리지원을 위한 심리검사지 구입,2022-05-30,1534500,1인수의,심리검사
2022,광주동신고등학교,학교자율 교육회복 프로그램 심리검사지 구입,2022-05-10,1003000,1인수의,심리검사
2022,광주제일고등학교,"2022학년도 1, 2학년 진로심리검사(와이즈멘토 스쿨멘토링 프로그램) 운영",2022-05-02,7600000,1인수의,심리검사
2022,영천초등학교,2022학년도 학생표준화심리검사비 지출,2022-05-11,2013000,1인수의,심리검사
2022,광주송원중학교,2022학년도 진로심리검사 실시,2022-04-11,2919700,1인수의,심리검사
2022,광주경신여자고등학교,2022학년도 표준화 진로적성심리검사비 지출,2022-03-28,2138800,1인수의,심리검사
2022,송원여자상업고등학교,2022학년도 표준화 심리검사 실시 검사비 지출,2022-04-14,1918000,1인수의,심리검사
2022,운암중학교,' 자기 이해' 를 위한 진로 심리검사지 구입,2022-03-21,1049500,1인수의,심리검사
2022,운리중학교,2022학년도 진로 심리검사비 지출,2022-04-18,1750000,1인수의,심리검사
2022,광주진흥고등학교,진로 표준화 심리검사 문제지 학교장터 구입,2022-04-08,4653200,1인수의,심리검사
2022,수완중학교,"2022학년도 2, 3학년 표준화 심리검사 용역계약",2022-03-29,2004000,1인수의,심리검사
2022,광주경신중학교,2022 종합진로심리검사 실시 및 검사 비용 청구비 지출,2022-04-05,1590000,1인수의,심리검사
2022,광주서초등학교,표준화심리검사 비용 지출,2022-04-15,1786000,1인수의,심리검사
2022,성덕고등학교,2022 진로맵핑 프로그램(진로심리검사) 운영비 지급,2022-04-13,4030000,1인수의,심리검사
2022,금당중학교,2022학년도 표준화심리검사 검사비 지급,2022-04-04,1467400,1인수의,심리검사
2022,광주여자고등학교,2022학년도 표준화 심리검사 및 결과해석 프로그램 운영 경비 지출,2022-03-17,1915600,1인수의,심리검사
2022,광주화정중학교,"2022학년도 2, 3학년 진로표준화심리검사 비용 지출",2022-04-11,1257000,1인수의,심리검사
2022,봉선중학교,2022학년도 표준화심리검사 실시,2022-03-15,1338400,1인수의,심리검사
2022,상일여자고등학교,"1, 2학년 진로심리검사 실시",2022-03-08,2402500,1인수의,심리검사
2022,광주중학교,"2,3학년 표준화심리검사 시험지 구입비",2022-03-22,1336400,1인수의,심리검사
2022,신가중학교,2022 진로표준화 심리검사 결과해석 특강비 지출,2022-04-13,1500000,1인수의,심리검사
2022,일곡중학교,2022학년도 진로심리검사 실시비 지출,2022-04-12,1307600,1인수의,심리검사
2022,금호초등학교,2022학년도 표준화심리검사 미술집단상담료 지출,2022-04-08,3780000,1인수의,심리검사
2022,효천중학교,2022학년도 학교표준화심리검사지 구입,2022-03-16,1783600,1인수의,심리검사
2022,하남중학교,2022학년도 전학년 1차 진로심리검사 실시,2022-03-21,1456500,1인수의,심리검사
2022,풍암고등학교,2022학년도 표준화 진로심리검사지 구입 및 검사 해석 집단상담프로그램비 지급,2022-04-11,1514800,1인수의,심리검사
2022,영천중학교,2022학년도 진로심리검사(진로표준화검사) 및 표준화검사 실시,2022-03-18,1254400,1인수의,심리검사
2022,월곡중학교,2022년 진로 표준화 심리검사 운영계획 및 검사지 구입,2022-03-24,1142400,1인수의,심리검사
2022,첨단고등학교,2022 진로심리검사 실시에 따른 검사비 지출,2022-03-21,2452000,1인수의,심리검사
2022,무등중학교,2022학년도 진로 심리검사비 지출,2022-03-17,1257300,1인수의,심리검사
2022,광주진흥고등학교,진로 표준화 심리검사 문제지 구입,2022-03-25,2398880,1인수의,심리검사
2022,전남여자고등학교,"2022년도 1, 2, 3학년 진로심리검사비 지급",2022-03-21,2397400,1인수의,심리검사
2022,하남초등학교,2022학년도 5~6학년 진로심리검사 위탁 용역 실시,2022-03-10,1228500,1인수의,심리검사
2022,광주남초등학교,[일반] 2022학년도 2~6학년 학습능력 및 진로심리검사비 지급,2022-03-03,2864000,1인수의,심리검사
